start_episode,end_episode,average_time_steps,average_score,high_score,start_eps,end_eps
671,680,499,-11.4,-9.0,0.3652,0.3603
681,690,499,-11.2,-10.0,0.3598,0.355
691,700,499,-10.4,-8.0,0.3544,0.3497
601,700,499,-11.18,-8.0,0.4057,0.3497
701,710,499,-10.7,-6.0,0.3491,0.3445
711,720,499,-12.2,-10.0,0.3439,0.3393
721,730,499,-10.8,-9.0,0.3388,0.3343
731,740,499,-11.7,-10.0,0.3338,0.3293
741,750,499,-11.1,-10.0,0.3288,0.3244
751,760,499,-11.8,-10.0,0.3239,0.3195
761,770,499,-11.3,-9.0,0.3191,0.3148
771,780,499,-10.0,-8.0,0.3143,0.3101
781,790,499,-11.3,-8.0,0.3096,0.3055
791,800,499,-11.7,-6.0,0.305,0.3009
701,800,499,-11.26,-6.0,0.3491,0.3009
801,810,499,-10.6,-7.0,0.3005,0.2964
811,820,499,-11.4,-8.0,0.296,0.292
821,830,499,-11.7,-10.0,0.2916,0.2877
831,840,499,-11.1,-7.0,0.2872,0.2834
841,850,499,-11.7,-8.0,0.283,0.2792
851,860,499,-11.5,-10.0,0.2787,0.275
861,870,499,-11.2,-10.0,0.2746,0.2709
871,880,499,-11.0,-6.0,0.2705,0.2669
881,890,499,-10.2,-5.0,0.2665,0.2629
891,900,499,-10.6,-6.0,0.2625,0.259
801,900,499,-11.1,-5.0,0.3005,0.259
901,910,499,-11.9,-11.0,0.2586,0.2551
911,920,499,-12.4,-11.0,0.2547,0.2513
921,930,499,-11.5,-10.0,0.2509,0.2476
931,940,499,-11.2,-11.0,0.2472,0.2439
941,950,499,-11.3,-8.0,0.2435,0.2403
951,960,499,-11.2,-10.0,0.2399,0.2367
961,970,499,-11.3,-9.0,0.2363,0.2331
971,980,499,-11.6,-8.0,0.2328,0.2297
981,990,499,-11.5,-9.0,0.2293,0.2262
991,1000,499,-10.7,-8.0,0.2259,0.2229
901,1000,499,-11.46,-8.0,0.2586,0.2229
1001,1010,499,-11.4,-9.0,0.2225,0.2196
1011,1020,499,-12.1,-10.0,0.2192,0.2163
1021,1030,499,-11.4,-10.0,0.216,0.2131
1031,1040,499,-11.3,-9.0,0.2127,0.2099
1041,1050,499,-12.0,-10.0,0.2096,0.2068
1051,1060,499,-11.1,-10.0,0.2065,0.2037
1061,1070,499,-11.1,-10.0,0.2034,0.2006
1071,1080,499,-11.8,-10.0,0.2003,0.1977
1081,1090,499,-11.5,-9.0,0.1974,0.1947
1091,1100,499,-11.1,-8.0,0.1944,0.1918
1001,1100,499,-11.48,-8.0,0.2225,0.1918
1101,1110,499,-11.3,-8.0,0.1915,0.189
1111,1120,499,-11.1,-8.0,0.1887,0.1861
1121,1130,499,-11.0,-8.0,0.1859,0.1834
1131,1140,499,-11.0,-10.0,0.1831,0.1806
1141,1150,499,-10.3,-6.0,0.1804,0.1779
1151,1160,499,-11.9,-10.0,0.1777,0.1753
1161,1170,499,-12.3,-10.0,0.175,0.1727
1171,1180,499,-11.3,-10.0,0.1724,0.1701
1181,1190,499,-11.3,-8.0,0.1699,0.1676
1191,1200,499,-12.1,-10.0,0.1673,0.1651
1101,1200,499,-11.36,-6.0,0.1915,0.1651
1201,1210,499,-11.2,-8.0,0.1648,0.1626
1211,1220,499,-11.8,-8.0,0.1624,0.1602
1221,1230,499,-11.4,-10.0,0.16,0.1578
1231,1240,499,-12.0,-10.0,0.1576,0.1555
1241,1250,499,-11.8,-10.0,0.1552,0.1531
1251,1260,499,-12.5,-10.0,0.1529,0.1509
1261,1270,499,-11.3,-10.0,0.1506,0.1486
1271,1280,499,-12.2,-10.0,0.1484,0.1464
1281,1290,499,-11.6,-10.0,0.1462,0.1442
1291,1300,499,-11.3,-7.0,0.144,0.1421
1201,1300,499,-11.71,-7.0,0.1648,0.1421
1301,1310,499,-12.0,-10.0,0.1419,0.1399
1311,1320,499,-11.6,-10.0,0.1397,0.1379
1321,1330,499,-11.0,-8.0,0.1377,0.1358
1331,1340,499,-10.7,-8.0,0.1356,0.1338
1341,1350,499,-11.3,-10.0,0.1336,0.1318
1351,1360,499,-11.7,-10.0,0.1316,0.1298
1361,1370,499,-11.5,-9.0,0.1296,0.1279
1371,1380,499,-12.2,-10.0,0.1277,0.126
1381,1390,499,-11.0,-8.0,0.1258,0.1241
1391,1400,499,-11.2,-8.0,0.1239,0.1223
1301,1400,499,-11.42,-8.0,0.1419,0.1223
1401,1410,499,-12.5,-10.0,0.1221,0.1204
1411,1420,499,-12.0,-10.0,0.1203,0.1186
1421,1430,499,-12.3,-11.0,0.1185,0.1169
1431,1440,499,-11.7,-9.0,0.1167,0.1151
1441,1450,499,-12.1,-11.0,0.115,0.1134
1451,1460,499,-11.7,-10.0,0.1133,0.1117
1461,1470,499,-12.6,-11.0,0.1116,0.1101
1471,1480,499,-11.6,-9.0,0.1099,0.1084
1481,1490,499,-11.9,-10.0,0.1083,0.1068
1491,1500,499,-11.7,-9.0,0.1067,0.1052
1401,1500,499,-12.01,-9.0,0.1221,0.1052
1501,1510,499,-11.8,-9.0,0.1051,0.1037
1511,1520,499,-11.6,-6.0,0.1035,0.1021
1521,1530,499,-11.6,-10.0,0.102,0.1006
1531,1540,499,-11.7,-10.0,0.1004,0.0991
1541,1550,499,-11.8,-11.0,0.0989,0.0976
1551,1560,499,-12.1,-10.0,0.0975,0.0962
1561,1570,499,-12.2,-11.0,0.096,0.0947
1571,1580,499,-11.3,-10.0,0.0946,0.0933
1581,1590,499,-12.1,-10.0,0.0932,0.0919
1591,1600,499,-11.5,-8.0,0.0918,0.0906
1501,1600,499,-11.77,-6.0,0.1051,0.0906
1601,1610,499,-12.8,-11.0,0.0904,0.0892
1611,1620,499,-12.1,-10.0,0.0891,0.0879
1621,1630,499,-11.9,-10.0,0.0877,0.0866
1631,1640,499,-11.9,-8.0,0.0864,0.0853
1641,1650,499,-10.9,-8.0,0.0851,0.084
1651,1660,499,-11.7,-8.0,0.0839,0.0828
1661,1670,499,-12.3,-10.0,0.0826,0.0815
1671,1680,499,-12.2,-9.0,0.0814,0.0803
1681,1690,499,-12.1,-10.0,0.0802,0.0791
1691,1700,499,-12.6,-10.0,0.079,0.0779
1601,1700,499,-12.05,-8.0,0.0904,0.0779
1701,1710,499,-11.4,-10.0,0.0778,0.0768
1711,1720,499,-11.7,-10.0,0.0767,0.0756
1721,1730,499,-12.2,-11.0,0.0755,0.0745
1731,1740,499,-11.9,-10.0,0.0744,0.0734
1741,1750,499,-11.1,-8.0,0.0733,0.0723
1751,1760,499,-12.1,-10.0,0.0722,0.0712
1761,1770,499,-12.8,-12.0,0.0711,0.0702
1771,1780,499,-11.4,-8.0,0.0701,0.0691
1781,1790,499,-12.3,-11.0,0.069,0.0681
1791,1800,499,-12.2,-10.0,0.068,0.0671
1701,1800,499,-11.91,-8.0,0.0778,0.0671
1801,1810,499,-11.6,-8.0,0.067,0.0661
1811,1820,499,-12.1,-11.0,0.066,0.0651
1821,1830,499,-12.3,-11.0,0.065,0.0641
1831,1840,499,-12.0,-10.0,0.064,0.0632
1841,1850,499,-10.7,-8.0,0.0631,0.0622
1851,1860,499,-11.6,-10.0,0.0621,0.0613
1861,1870,499,-12.1,-11.0,0.0612,0.0604
1871,1880,499,-12.6,-11.0,0.0603,0.0595
1881,1890,499,-12.3,-10.0,0.0594,0.0586
1891,1900,499,-12.3,-11.0,0.0585,0.0577
1801,1900,499,-11.96,-8.0,0.067,0.0577
1901,1910,499,-12.5,-11.0,0.0576,0.0569
1911,1920,499,-12.3,-10.0,0.0568,0.056
1921,1930,499,-12.1,-10.0,0.0559,0.0552
1931,1940,499,-12.4,-10.0,0.0551,0.0544
1941,1950,499,-11.4,-6.0,0.0543,0.0535
1951,1960,499,-11.3,-6.0,0.0535,0.0527
1961,1970,499,-12.3,-10.0,0.0527,0.052
1971,1980,499,-11.6,-10.0,0.0519,0.0512
1981,1990,499,-12.2,-11.0,0.0511,0.0504
1991,2000,499,-12.4,-10.0,0.0504,0.0497
1901,2000,499,-12.05,-6.0,0.0576,0.0497
2001,2000,499,-12.05,-6.0,0.0576,0.0497
