time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/learning_rate,train/loss,train/approx_kl,train/explained_variance,train/clip_range,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/value_loss,train/entropy_loss
360,335872,164,930,0.001,-0.18219199776649475,0.13962182,-3.0226798057556152,0.2,0.717724609375,-0.12980642077163793,1630,2.1575031915688215e-06,-2.7968795508146287
360,337920,165,936,0.001,-0.057901494204998016,0.033663593,-5.984306335449219e-05,0.2,0.19228515625,-0.03533649088349193,1640,0.016763477661879734,-2.8143823385238647
360,339968,166,941,0.001,-0.06520198285579681,0.028980717,-0.00011801719665527344,0.2,0.166796875,-0.0386720543843694,1650,0.01700915948022157,-2.8382303357124328
360,342016,167,947,0.001,-0.17565415799617767,0.129707,-6.594977378845215,0.2,0.695703125,-0.1276150658610277,1660,4.5168708560083815e-06,-2.806687480211258
360,344064,168,953,0.001,-0.04388382285833359,0.032947093,-8.344650268554688e-06,0.2,0.228564453125,-0.0386207762057893,1670,0.06789448210038244,-2.830226343870163
360,346112,169,958,0.001,-0.06182689964771271,0.019946294,-0.0002772808074951172,0.2,0.117724609375,-0.026727714989101516,1680,0.00833781526889652,-2.853473162651062
360,348160,170,964,0.001,-0.17928682267665863,0.11408375,-3.3731837272644043,0.2,0.67880859375,-0.1237771108339075,1690,1.4099888119289972e-06,-2.8174612671136856
360,350208,171,970,0.001,-0.1871742606163025,0.1588501,-9.24071979522705,0.2,0.7572265625,-0.1342970508383587,1700,7.104906099897335e-07,-2.779904541373253
360,352256,172,976,0.001,-0.18385189771652222,0.18311703,-3.1727304458618164,0.2,0.760302734375,-0.1316126240999438,1710,4.1503691097233284e-07,-2.7577358424663543
360,354304,173,981,0.001,-0.18845230340957642,0.18991381,-4.528498649597168,0.2,0.761865234375,-0.13618565427605062,1720,2.4771759568054106e-07,-2.758255648612976
360,356352,174,987,0.001,-0.18301819264888763,0.20180827,-4.479865074157715,0.2,0.76513671875,-0.1320202811039053,1730,1.6048448854277807e-07,-2.7465052962303163
360,358400,175,993,0.001,-0.18431827425956726,0.19354701,-2.458472967147827,0.2,0.780419921875,-0.1336401186650619,1740,8.398030026945946e-08,-2.7434159487485887
360,360448,176,998,0.001,-0.0685170516371727,0.04031171,-2.5033950805664062e-06,0.2,0.225732421875,-0.040462853328790516,1750,0.01707833053660579,-2.8130403429269792
360,362496,177,1004,0.001,-0.170303612947464,0.14619526,-3.2251601219177246,0.2,0.719482421875,-0.12645603336859496,1760,4.716824873440828e-06,-2.7900193363428114
360,364544,178,1009,0.001,-0.06106915697455406,0.03454012,-8.547306060791016e-05,0.2,0.1998046875,-0.027208711375715212,1770,0.008573868089297321,-2.824752590060234
360,366592,179,1015,0.001,-0.16735489666461945,0.14855292,-2.3800694942474365,0.2,0.705322265625,-0.12109425652306527,1780,1.2668475729782359e-06,-2.777685895562172
360,368640,180,1021,0.001,-0.051835864782333374,0.032305166,-7.891654968261719e-05,0.2,0.163525390625,-0.02350129747064784,1790,0.008571811544243246,-2.806711119413376
360,370688,181,1026,0.001,-0.06266967952251434,0.025165096,-0.0001957416534423828,0.2,0.158349609375,-0.03771320739760995,1800,0.016905454645166174,-2.835399183630943
361,372736,182,1032,0.001,-0.17832006514072418,0.14336303,-6.074531555175781,0.2,0.71328125,-0.1286788503464777,1810,1.3406738784027538e-06,-2.7850764870643614
360,374784,183,1038,0.001,-0.03273708373308182,0.03162704,-1.0132789611816406e-05,0.2,0.186962890625,-0.03269962689373642,1820,0.04216706536244601,-2.827609235048294
360,376832,184,1044,0.001,-0.1828821897506714,0.13152528,-8.514289855957031,0.2,0.68544921875,-0.1270630525716115,1830,2.003338237699381e-06,-2.8055454015731813
360,378880,185,1050,0.001,-0.17362453043460846,0.18142194,-8.249836921691895,0.2,0.749560546875,-0.1303181229333859,1840,8.724994948750009e-07,-2.760870039463043
360,380928,186,1055,0.001,-0.050705406814813614,0.03514511,-1.6570091247558594e-05,0.2,0.197216796875,-0.02816209945594892,1850,0.03399560170364566,-2.8229909539222717
360,382976,187,1061,0.001,-0.050626955926418304,0.030987766,-0.00029468536376953125,0.2,0.166845703125,-0.0239670125185512,1860,0.008590725089015904,-2.8317018866539003
360,385024,188,1066,0.001,-0.17511668801307678,0.165605,-9.599068641662598,0.2,0.725390625,-0.1284680960176047,1870,3.3510740358622117e-06,-2.780182296037674
360,387072,189,1072,0.001,-0.17561273276805878,0.18119125,-8.338301658630371,0.2,0.755712890625,-0.13214141402859242,1880,7.665129260203685e-07,-2.775068390369415
360,389120,190,1078,0.001,-0.06071161851286888,0.03391877,-7.784366607666016e-05,0.2,0.242578125,-0.02911545894748997,1890,0.008590927181649022,-2.816446712613106
360,391168,191,1083,0.001,-0.18360882997512817,0.149566,-5.582521438598633,0.2,0.739990234375,-0.13135685316519813,1900,8.863742477771552e-07,-2.7846411764621735
361,393216,192,1088,0.001,-0.19045104086399078,0.19162157,-7.707367897033691,0.2,0.7560546875,-0.13310870988061652,1910,2.507952371111344e-07,-2.7555763572454453
361,395264,193,1093,0.001,-0.18132038414478302,0.21824366,-4.8253984451293945,0.2,0.780078125,-0.1365221321582794,1920,1.1456289747968639e-07,-2.739031505584717
361,397312,194,1099,0.001,-0.039206188172101974,0.04615455,-2.2649765014648438e-06,0.2,0.21650390625,-0.03458348527783528,1930,0.04011333405505866,-2.7948228657245635
361,399360,195,1104,0.001,-0.07305973023176193,0.04113009,-0.00024020671844482422,0.2,0.2658203125,-0.047139431268442424,1940,0.023442296346183868,-2.8123103469610213
361,401408,196,1109,0.001,-0.06354077160358429,0.027843328,-0.00022208690643310547,0.2,0.145751953125,-0.031034395488677546,1950,0.014173118057806277,-2.832228344678879
362,403456,197,1114,0.001,-0.05807046964764595,0.024203187,-0.0006355047225952148,0.2,0.143212890625,-0.02789629263570532,1960,0.008507871397887357,-2.8465307265520097
362,405504,198,1119,0.001,-0.06986664980649948,0.03321532,-0.0001729726791381836,0.2,0.1986328125,-0.04142520040622912,1970,0.01699942341656424,-2.8435072153806686
362,407552,199,1124,0.001,-0.18465949594974518,0.14189428,-5.6425089836120605,0.2,0.72841796875,-0.13256759523646905,1980,1.3370041514804142e-06,-2.813641405105591
362,409600,200,1130,0.001,-0.06197400391101837,0.04443068,-4.0650367736816406e-05,0.2,0.218408203125,-0.043087203544564544,1990,0.01706290114670992,-2.830136901140213
362,411648,201,1135,0.001,-0.04607797786593437,0.025438827,-0.00033283233642578125,0.2,0.17509765625,-0.020559113787021487,2000,0.007018944498122437,-2.839988762140274
362,413696,202,1140,0.001,-0.04813750833272934,0.026649885,-0.00013566017150878906,0.2,0.184326171875,-0.019235940207727252,2010,0.008505019641597755,-2.8501436054706573
362,415744,203,1145,0.001,-0.1766269952058792,0.14851207,-4.898873329162598,0.2,0.66689453125,-0.12456811417359859,2020,1.1154280919356551e-06,-2.819159173965454
363,417792,204,1150,0.001,-0.17862750589847565,0.16619146,-7.698577880859375,0.2,0.721484375,-0.1290738014038652,2030,5.895464912697435e-07,-2.7938669234514237
363,419840,205,1155,0.001,-0.17466433346271515,0.1716177,-3.9175634384155273,0.2,0.75146484375,-0.13112749286228792,2040,2.893621777744215e-07,-2.77498973608017
363,421888,206,1161,0.001,-0.07316621392965317,0.04015594,-1.3947486877441406e-05,0.2,0.224609375,-0.04175340444780886,2050,0.01595265678479336,-2.8128055959939955
363,423936,207,1166,0.001,-0.06278738379478455,0.041437812,-8.857250213623047e-05,0.2,0.1970703125,-0.04665678977034986,2060,0.024360343866283073,-2.8357528686523437
363,425984,208,1171,0.001,-0.060444846749305725,0.027867556,-0.00020885467529296875,0.2,0.14921875,-0.031236901090596802,2070,0.008500580825784709,-2.852328363060951
363,428032,209,1177,0.001,-0.180588036775589,0.15924391,-5.814442157745361,0.2,0.72197265625,-0.13019646576140076,2080,8.865366890375981e-07,-2.804239797592163
363,430080,210,1182,0.001,-0.05274840071797371,0.02483727,-6.520748138427734e-05,0.2,0.16640625,-0.02420653334702365,2090,0.00810795954457717,-2.8369077682495116
363,432128,211,1187,0.001,-0.052075326442718506,0.03871309,-1.3113021850585938e-05,0.2,0.17353515625,-0.04518605141201988,2100,0.0745408786693588,-2.842188134789467
363,434176,212,1193,0.001,-0.18223603069782257,0.14957286,-7.046123504638672,0.2,0.7291015625,-0.1320005213841796,2110,3.987868315391552e-06,-2.8050651103258133
364,436224,213,1198,0.001,-0.05257958546280861,0.035872813,-0.00020778179168701172,0.2,0.2021484375,-0.027093622961547225,2120,0.008521692917565816,-2.833686074614525
364,438272,214,1203,0.001,-0.18054690957069397,0.14506996,-2.938284158706665,0.2,0.717236328125,-0.1287939780042507,2130,1.520291003487273e-06,-2.797709861397743
364,440320,215,1208,0.001,-0.055638402700424194,0.02272613,-0.00010132789611816406,0.2,0.169775390625,-0.025670295726740733,2140,0.008515767075004987,-2.8250139176845552
364,442368,216,1214,0.001,-0.18394599854946136,0.15709212,-4.51956844329834,0.2,0.73515625,-0.1302983833127655,2150,1.6964542652431192e-06,-2.789970886707306
364,444416,217,1219,0.001,-0.16724355518817902,0.20274857,-3.87286376953125,0.2,0.74423828125,-0.12704668657388538,2160,4.327984527208173e-07,-2.763543277978897
364,446464,218,1224,0.001,-0.06327056139707565,0.036901496,-1.5616416931152344e-05,0.2,0.22939453125,-0.03544482431607321,2170,0.016633813380030914,-2.8182975947856903
364,448512,219,1230,0.001,-0.07051748782396317,0.04625296,-0.00012433528900146484,0.2,0.244189453125,-0.0445775477681309,2180,0.025554791965987533,-2.8281803905963896
364,450560,220,1235,0.001,-0.05258741229772568,0.022218963,-0.0005375146865844727,0.2,0.199853515625,-0.022300176197313705,2190,0.007586003537289799,-2.8360197991132736
364,452608,221,1240,0.001,-0.05570761859416962,0.026549177,-8.869171142578125e-05,0.2,0.164111328125,-0.023136238468578086,2200,0.012784923246704239,-2.8507908463478087
364,454656,222,1246,0.001,-0.05475185438990593,0.015755147,-0.00018155574798583984,0.2,0.131982421875,-0.02762790541164577,2210,0.008479066597647033,-2.8586309403181076
364,456704,223,1251,0.001,-0.05942053347826004,0.02264054,-3.600120544433594e-05,0.2,0.137744140625,-0.03755002526449971,2220,0.01662466934649274,-2.8555682778358458
365,458752,224,1256,0.001,-0.05637061223387718,0.026253691,-1.609325408935547e-05,0.2,0.147705078125,-0.046949318016413596,2230,0.07036503804847598,-2.851344162225723
365,460800,225,1261,0.001,-0.18024201691150665,0.104334936,-5.191062927246094,0.2,0.6453125,-0.12199591859243811,2240,1.999544227970773e-06,-2.826741507649422
365,462848,226,1266,0.001,-0.1761016994714737,0.17451811,-6.5721940994262695,0.2,0.75986328125,-0.13153895909199492,2250,1.044912233538753e-06,-2.7829477787017822
365,464896,227,1271,0.001,-0.18713857233524323,0.18363103,-7.8397626876831055,0.2,0.774658203125,-0.13431501369923354,2260,5.142750316267098e-07,-2.7724767148494722
365,466944,228,1276,0.001,-0.1874055564403534,0.18150017,-4.939639091491699,0.2,0.780615234375,-0.1349883849034086,2270,2.8189422733859716e-07,-2.7619283497333527
366,468992,229,1280,0.001,-0.18700897693634033,0.20345387,-7.990787506103516,0.2,0.77998046875,-0.13536645901040173,2280,1.16647257542013e-07,-2.7484468042850496
366,471040,230,1284,0.001,-0.18039695918560028,0.20346145,-6.949743270874023,0.2,0.763671875,-0.13238087603822352,2290,6.596157384741729e-08,-2.750663676857948
366,473088,231,1289,0.001,-0.17550970613956451,0.20260905,-6.491166591644287,0.2,0.76953125,-0.13048365152208136,2300,4.4411595223614595e-08,-2.7477498233318327
367,475136,232,1293,0.001,-0.17973284423351288,0.21660769,-6.165245532989502,0.2,0.771435546875,-0.12744696715380996,2310,3.585270570427568e-08,-2.738786420226097
367,477184,233,1298,0.001,-0.17406156659126282,0.23210794,-4.065215110778809,0.2,0.7861328125,-0.13070690028835089,2320,1.996971656370583e-08,-2.7367522209882735
367,479232,234,1302,0.001,-0.05661695450544357,0.04292945,-1.5497207641601562e-06,0.2,0.248486328125,-0.031720479321666065,2330,0.008652088329836261,-2.806555485725403
368,481280,235,1307,0.001,-0.18154576420783997,0.21232545,-8.69407844543457,0.2,0.782958984375,-0.13421841140370816,2340,8.976631914947574e-06,-2.7642493069171907
368,483328,236,1311,0.001,-0.04979956895112991,0.06883257,-6.651878356933594e-05,0.2,0.31923828125,-0.02233716973569244,2350,0.0076286048852608705,-2.8143325626850126
368,485376,237,1316,0.001,-0.1810254156589508,0.15166882,-4.360923767089844,0.2,0.72314453125,-0.13044329130789264,2360,7.627446780844593e-07,-2.7982296705245973
369,487424,238,1320,0.001,-0.05556679144501686,0.031183379,-4.291534423828125e-05,0.2,0.193701171875,-0.027472522208699956,2370,0.008531809534179046,-2.8253255814313887
369,489472,239,1324,0.001,-0.05384691432118416,0.020260436,-0.00022304058074951172,0.2,0.155419921875,-0.0245070539182052,2380,0.008371937029005494,-2.8482268810272218
369,491520,240,1329,0.001,-0.17970673739910126,0.14142387,-5.0900373458862305,0.2,0.6978515625,-0.12427842900506221,2390,7.673989205869703e-07,-2.813145247101784
370,493568,241,1333,0.001,-0.055262669920921326,0.028581224,-3.039836883544922e-05,0.2,0.177099609375,-0.02541900579817593,2400,0.008528031718742567,-2.8340112805366515
370,495616,242,1338,0.001,-0.17536219954490662,0.17162545,-6.430851459503174,0.2,0.73935546875,-0.1295195210550446,2410,1.268877466742424e-06,-2.792204427719116
370,497664,243,1342,0.001,-0.042533762753009796,0.026720516,-5.435943603515625e-05,0.2,0.180517578125,-0.025998147763311864,2420,0.008569218934280799,-2.842001995444298
370,499712,244,1347,0.001,-0.05779694765806198,0.014892882,-0.00013077259063720703,0.2,0.11064453125,-0.02484952794620767,2430,0.008455105352913961,-2.8566938549280168
371,501760,245,1351,0.001,-0.050436753779649734,0.015566353,-0.00012004375457763672,0.2,0.077392578125,-0.023205872892867775,2440,0.008104537968029036,-2.8610503315925597
371,503808,246,1355,0.001,-0.17362825572490692,0.13545433,-3.490334987640381,0.2,0.67744140625,-0.11971196695230901,2450,1.5014540615254646e-06,-2.821681264042854
371,505856,247,1360,0.001,-0.16858041286468506,0.15413827,-3.018784523010254,0.2,0.722021484375,-0.12189224179601296,2460,5.479768494964787e-07,-2.803414133191109
372,507904,248,1364,0.001,-0.17706827819347382,0.19234888,-6.791388988494873,0.2,0.751025390625,-0.12766526681371032,2470,2.485299644305883e-07,-2.792088735103607
372,509952,249,1369,0.001,-0.049186743795871735,0.033844702,-1.1205673217773438e-05,0.2,0.194775390625,-0.024080786400008946,2480,0.008591017332946649,-2.8325199455022814
372,512000,250,1373,0.001,-0.1809803545475006,0.1719419,-6.890854358673096,0.2,0.73427734375,-0.1302866618032567,2490,1.6977816805763268e-06,-2.799752101302147
372,514048,251,1378,0.001,-0.177008718252182,0.20490655,-5.376841068267822,0.2,0.7599609375,-0.13219907567836345,2500,3.992828020216166e-07,-2.780845007300377
373,516096,252,1382,0.001,-0.17443309724330902,0.20197266,-6.289135456085205,0.2,0.748193359375,-0.12695247356314213,2510,1.7968878145424584e-07,-2.762860170006752
373,518144,253,1387,0.001,-0.17490732669830322,0.21969692,-9.834250450134277,0.2,0.7513671875,-0.12473603717517108,2520,7.877740564321556e-08,-2.7677573025226594
373,520192,254,1391,0.001,-0.057681240141391754,0.040354017,-4.649162292480469e-06,0.2,0.2310546875,-0.028112349193543197,2530,0.008622646462754346,-2.813393583893776
374,522240,255,1395,0.001,-0.030367016792297363,0.09910199,-0.001005411148071289,0.2,0.357275390625,-0.02219878921750933,2540,0.004449120876009261,-2.8276342123746874
374,524288,256,1400,0.001,-0.1764071136713028,0.18540117,-8.383538246154785,0.2,0.72529296875,-0.12704621490556747,2550,1.1175769881077712e-06,-2.7847744166851043
374,526336,257,1404,0.001,-0.17486953735351562,0.18433933,-4.370855331420898,0.2,0.74697265625,-0.12847502605291083,2560,3.259033828584279e-07,-2.7788992553949354
374,528384,258,1409,0.001,-0.16280457377433777,0.19554134,-7.161175727844238,0.2,0.735009765625,-0.12343920006533153,2570,1.1988746950741813e-07,-2.772053024172783
375,530432,259,1413,0.001,-0.17693111300468445,0.21170893,-6.710453987121582,0.2,0.753369140625,-0.12942293420783244,2580,4.615481830061441e-08,-2.763623982667923
375,532480,260,1418,0.001,-0.18136458098888397,0.22245726,-6.03626823425293,0.2,0.7765625,-0.13221629908075555,2590,1.9033585518801745e-08,-2.74769931435585
375,534528,261,1422,0.001,-0.04924215376377106,0.04299625,-2.0265579223632812e-06,0.2,0.225146484375,-0.030056704557500778,2600,0.00871805688366294,-2.8092960715293884
376,536576,262,1426,0.001,-0.08104430139064789,0.04988103,-0.00023043155670166016,0.2,0.24140625,-0.04232416205340996,2610,0.017132714035687967,-2.8348977893590925
376,538624,263,1431,0.001,-0.07619193196296692,0.04439095,-0.0001614093780517578,0.2,0.2447265625,-0.05255034620640799,2620,0.03404015767155215,-2.8361781507730486
376,540672,264,1435,0.001,-0.16680268943309784,0.15432349,-6.661361217498779,0.2,0.6974609375,-0.12274035618174821,2630,3.994850267474703e-06,-2.7971758216619493
376,542720,265,1439,0.001,-0.18555280566215515,0.1801067,-4.005439758300781,0.2,0.7388671875,-0.13205225564306602,2640,1.0147223537870786e-06,-2.7720100462436674
377,544768,266,1444,0.001,-0.17136786878108978,0.20358256,-2.030186176300049,0.2,0.746630859375,-0.12492926176637412,2650,5.972699836931383e-07,-2.7502938985824583
377,546816,267,1448,0.001,-0.05760869011282921,0.06181834,-8.463859558105469e-06,0.2,0.2912109375,-0.04548977656522766,2660,0.05120354956015945,-2.7938977092504502
377,548864,268,1453,0.001,-0.044652216136455536,0.036314808,-0.0007801055908203125,0.2,0.20517578125,-0.027074174559675156,2670,0.008543046042905188,-2.8234072655439375
377,550912,269,1457,0.001,-0.05510836839675903,0.03906323,-0.0001271963119506836,0.2,0.186767578125,-0.042313160450430584,2680,0.024944401485845445,-2.831516778469086
378,552960,270,1461,0.001,-0.05917590111494064,0.024780396,-0.00032711029052734375,0.2,0.140283203125,-0.027141491806833073,2690,0.008525677757279481,-2.8427925527095796
378,555008,271,1466,0.001,-0.037814266979694366,0.026823867,-2.0503997802734375e-05,0.2,0.159326171875,-0.0410427131340839,2700,0.04931601278949529,-2.853829872608185
378,557056,272,1470,0.001,-0.17065739631652832,0.14043391,-6.441809177398682,0.2,0.635986328125,-0.12179792071692645,2710,2.1187447813986182e-06,-2.819853222370148
379,559104,273,1474,0.001,-0.18278220295906067,0.17716351,-13.644111633300781,0.2,0.72041015625,-0.12744948955951257,2720,1.0119103592387547e-06,-2.779145523905754
379,561152,274,1479,0.001,-0.17909766733646393,0.21027082,-5.580524921417236,0.2,0.734912109375,-0.1262244831188582,2730,5.009385708021342e-07,-2.7640323370695112
379,563200,275,1483,0.001,-0.173062264919281,0.19754387,-8.7794771194458,0.2,0.72451171875,-0.12621359785553068,2740,2.2014461649177973e-07,-2.7695082783699037
379,565248,276,1488,0.001,-0.05830824375152588,0.067795694,-2.1457672119140625e-06,0.2,0.290869140625,-0.05364555928390473,2750,0.0575364900752902,-2.8020253092050553
380,567296,277,1492,0.001,-0.06608104705810547,0.04286301,-0.00032842159271240234,0.2,0.24921875,-0.04559109846595675,2760,0.025470239284913987,-2.8303110599517822
380,569344,278,1497,0.001,-0.045522287487983704,0.028280735,-3.8623809814453125e-05,0.2,0.1953125,-0.039726183633320034,2770,0.06850178055465221,-2.8373581528663636
380,571392,279,1501,0.001,-0.05028466880321503,0.03256785,-4.458427429199219e-05,0.2,0.183935546875,-0.044614904135232794,2780,0.08416005754843355,-2.8491905272006988
380,573440,280,1506,0.001,-0.060601264238357544,0.021608233,-0.00026857852935791016,0.2,0.11484375,-0.027613065447076222,2790,0.00847360238985857,-2.860964408516884
380,575488,281,1510,0.001,-0.17135195434093475,0.13870203,-18.349987030029297,0.2,0.668408203125,-0.12020116910571232,2800,2.0333997909460775e-06,-2.811584731936455
381,577536,282,1515,0.001,-0.1803712695837021,0.18611027,-7.384934425354004,0.2,0.745068359375,-0.1264405353809707,2810,1.583192702270253e-06,-2.7747372537851334
381,579584,283,1519,0.001,-0.17984187602996826,0.22783706,-4.644009590148926,0.2,0.7728515625,-0.13237606444163247,2820,8.857269342854579e-07,-2.7370442867279055
381,581632,284,1523,0.001,-0.18146394193172455,0.21452042,-12.864455223083496,0.2,0.772216796875,-0.13305788246216252,2830,5.082571023606875e-07,-2.724820855259895
381,583680,285,1528,0.001,-0.18555407226085663,0.22785866,-10.543681144714355,0.2,0.776123046875,-0.1325520371203311,2840,2.3835089777435314e-07,-2.7268549144268035
382,585728,286,1532,0.001,-0.1715288609266281,0.21275859,-13.665358543395996,0.2,0.768505859375,-0.12839608050417156,2850,1.0631307145736457e-07,-2.7293016493320463
382,587776,287,1536,0.001,-0.17880962789058685,0.21876766,-11.04019546508789,0.2,0.76982421875,-0.13115988950012253,2860,7.420946936953499e-08,-2.7516370147466658
382,589824,288,1541,0.001,-0.18626560270786285,0.2219373,-5.333082675933838,0.2,0.784033203125,-0.13195262469816954,2870,4.449436972198129e-08,-2.7464136600494387
382,591872,289,1545,0.001,-0.0492035374045372,0.036468297,-2.86102294921875e-06,0.2,0.2564453125,-0.02345546128926799,2880,0.008529811915650498,-2.8199420511722564
383,593920,290,1550,0.001,-0.1686147302389145,0.16841584,-5.579394340515137,0.2,0.72021484375,-0.12255362554569729,2890,1.045941482402668e-06,-2.7797074556350707
383,595968,291,1554,0.001,-0.18118712306022644,0.19852342,-2.090306520462036,0.2,0.738427734375,-0.132081113132881,2900,2.256080327889265e-07,-2.7633239209651945
383,598016,292,1559,0.001,-0.17530713975429535,0.21381629,-3.451908588409424,0.2,0.758349609375,-0.1292630065465346,2910,9.570606671616133e-08,-2.745672810077667
383,600064,293,1563,0.001,-0.052657388150691986,0.03591521,-4.172325134277344e-06,0.2,0.204150390625,-0.029660798038821667,2920,0.011865667608799414,-2.8010450810194016
383,602112,294,1568,0.001,-0.06840714812278748,0.035856295,-0.0004222393035888672,0.2,0.223583984375,-0.026644611603114755,2930,0.008577293557755184,-2.811554419994354
384,604160,295,1572,0.001,-0.18624983727931976,0.157709,-4.318611145019531,0.2,0.72373046875,-0.12837079305318183,2940,1.534757076626647e-06,-2.7863300502300263
384,606208,296,1577,0.001,-0.05031753331422806,0.023303695,-7.176399230957031e-05,0.2,0.12509765625,-0.02297928909538314,2950,0.008182609556024545,-2.821111258864403
384,608256,297,1581,0.001,-0.16863135993480682,0.1624351,-9.184192657470703,0.2,0.71337890625,-0.12581553705967963,2960,1.0428986360722093e-06,-2.791143038868904
384,610304,298,1585,0.001,-0.1732238084077835,0.19389157,-5.636744499206543,0.2,0.73046875,-0.12511754829902202,2970,3.413289789477858e-07,-2.766812413930893
385,612352,299,1590,0.001,-0.18008583784103394,0.1896863,-8.071135520935059,0.2,0.757373046875,-0.12972517358139157,2980,1.2767580259698263e-07,-2.745171257853508
385,614400,300,1594,0.001,-0.18016445636749268,0.19327566,-6.079622268676758,0.2,0.752978515625,-0.12829549892339856,2990,6.861550110315306e-08,-2.7421219676733015
385,616448,301,1599,0.001,-0.17581181228160858,0.20533831,-9.831402778625488,0.2,0.758251953125,-0.12878872558940202,3000,3.8455792261693486e-08,-2.7541355401277543
385,618496,302,1603,0.001,-0.050141800194978714,0.028386587,-4.0531158447265625e-06,0.2,0.158984375,-0.023466639348771422,3010,0.008328583785623778,-2.8041075259447097
385,620544,303,1608,0.001,-0.052366964519023895,0.035348035,-0.0005913972854614258,0.2,0.1884765625,-0.024486803682520986,3020,0.008302505394385661,-2.816717490553856
386,622592,304,1612,0.001,-0.04834681749343872,0.027879236,-0.00016999244689941406,0.2,0.1384765625,-0.027469102072063833,3030,0.008498333716124762,-2.828348532319069
386,624640,305,1616,0.001,-0.17695578932762146,0.16688696,-5.781662464141846,0.2,0.721826171875,-0.1277785426704213,3040,9.013007787217475e-07,-2.785214665532112
386,626688,306,1621,0.001,-0.15240032970905304,0.16968228,-11.143537521362305,0.2,0.736181640625,-0.12461960251675919,3050,2.945266031062488e-07,-2.768185555934906
386,628736,307,1625,0.001,-0.04722483456134796,0.04014875,-2.6226043701171875e-06,0.2,0.224462890625,-0.03866586470976472,3060,0.06301124237943441,-2.8206625789403916
386,630784,308,1630,0.001,-0.05564281344413757,0.024781568,-0.00020122528076171875,0.2,0.148193359375,-0.032196370582096276,3070,0.01734954386483878,-2.841256135702133
387,632832,309,1634,0.001,-0.0581175796687603,0.024902668,-0.0003820657730102539,0.2,0.126611328125,-0.02628198020393029,3080,0.008125168095284607,-2.838024136424065
387,634880,310,1638,0.001,-0.1775273233652115,0.15059969,-3.3775577545166016,0.2,0.690576171875,-0.12753697647713125,3090,2.2648438267935943e-06,-2.802938148379326
387,636928,311,1643,0.001,-0.17910826206207275,0.18165892,-2.5959229469299316,0.2,0.739501953125,-0.12947176890447737,3100,6.683319750067085e-07,-2.786747395992279
387,638976,312,1647,0.001,-0.036966972053050995,0.03746021,-8.344650268554688e-06,0.2,0.16650390625,-0.028687291033565997,3110,0.037150385021232066,-2.824956867098808
388,641024,313,1651,0.001,-0.06601763516664505,0.046103362,-0.00016057491302490234,0.2,0.24697265625,-0.045744096860289574,3120,0.025334243313409388,-2.83465361893177
388,643072,314,1656,0.001,-0.06979411840438843,0.04044076,-0.00017213821411132812,0.2,0.169189453125,-0.04011095290770754,3130,0.016922090499429034,-2.837241679430008
388,645120,315,1660,0.001,-0.1804383397102356,0.1669901,-5.6321516036987305,0.2,0.7267578125,-0.1302471322531346,3140,2.7458454916029494e-06,-2.8014516472816466
388,647168,316,1664,0.001,-0.06393889337778091,0.044236295,-0.00014102458953857422,0.2,0.187890625,-0.02796609663637355,3150,0.008511776858358643,-2.825293853878975
388,649216,317,1669,0.001,-0.07265345752239227,0.043412674,-4.8160552978515625e-05,0.2,0.18896484375,-0.047576547833159566,3160,0.02432690552668646,-2.8364882439374925
389,651264,318,1673,0.001,-0.062209952622652054,0.027661368,-0.000125885009765625,0.2,0.17607421875,-0.035661877831444144,3170,0.01696512156049721,-2.843729645013809
389,653312,319,1677,0.001,-0.1856156587600708,0.1770772,-3.405640125274658,0.2,0.7263671875,-0.12877590892021545,3180,1.412131926059601e-06,-2.7922169983386995
389,655360,320,1682,0.001,-0.04416867718100548,0.030158065,-8.249282836914062e-05,0.2,0.181982421875,-0.0278981578652747,3190,0.008539530116831884,-2.8194183498620986
389,657408,321,1686,0.001,-0.03757788985967636,0.057113737,-5.1975250244140625e-05,0.2,0.2818359375,-0.01738357751746662,3200,0.02269506383899227,-2.842210203409195
389,659456,322,1691,0.001,-0.028196211904287338,0.014041051,-3.993511199951172e-05,0.2,0.091748046875,-0.025638764712493867,3210,0.033347280987072736,-2.8567373186349867
390,661504,323,1695,0.001,-0.18405427038669586,0.14234,-8.339553833007812,0.2,0.65439453125,-0.1186600657645613,3220,1.7058843546635671e-06,-2.8127667874097826
390,663552,324,1700,0.001,-0.06233399361371994,0.067356214,-1.5854835510253906e-05,0.2,0.22353515625,-0.05299606368644163,3230,0.06481267744675279,-2.8165260344743728
390,665600,325,1704,0.001,-0.06649823486804962,0.04372894,-0.0002645254135131836,0.2,0.188330078125,-0.04237362252897583,3240,0.01996994872461073,-2.8354571878910066
390,667648,326,1708,0.001,-0.06127377599477768,0.040961236,-0.00037384033203125,0.2,0.184326171875,-0.03220446865307167,3250,0.008517150744592073,-2.8386168450117113
390,669696,327,1713,0.001,-0.182275652885437,0.1609334,-5.033736228942871,0.2,0.739794921875,-0.13157048966968432,3260,1.2695800002404667e-06,-2.7923072427511215
391,671744,328,1717,0.001,-0.06771253049373627,0.0305282,-4.470348358154297e-05,0.2,0.2193359375,-0.03698186045512557,3270,0.016846619604621083,-2.833229184150696
