rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,train/explained_variance,train/policy_loss,time/time_elapsed,train/n_updates,time/total_timesteps,train/learning_rate,train/value_loss,train/entropy_loss,time/fps
848.3,29.6,4000,0.9453274458646774,-0.002619100036099553,998,3999,320000,0.0008024186087006806,0.01465366780757904,-0.0614636205136776,320
808.1,27.0,4100,0.9998221147543518,0.0004698410630226135,1021,4099,328000,0.0008024186087006806,5.543895167647861e-05,-0.058485474437475204,321
804.4,27.0,4200,0.9938733838498592,0.0011754123261198401,1045,4199,336000,0.0008024186087006806,0.0013989742146804929,-0.12490254640579224,321
807.5,27.0,4300,0.9925443418323994,0.014092578552663326,1068,4299,344000,0.0008024186087006806,0.0016055565793067217,-0.05723624303936958,322
806.2,26.8,4400,0.9986524402629584,-0.00025912406272254884,1091,4399,352000,0.0008024186087006806,0.00034105638042092323,-0.055440545082092285,322
794.1,26.3,4500,0.8004915714263916,-0.06294912844896317,1114,4499,360000,0.0008024186087006806,0.06094766780734062,-0.12617015838623047,322
855.3,30.8,4600,0.9520412012934685,-0.008274948224425316,1137,4599,368000,0.0008024186087006806,0.00879119336605072,-0.13057689368724823,323
939.7,38.7,4700,0.8956499770283699,-0.011483389884233475,1161,4699,376000,0.0008024186087006806,0.018634909763932228,-0.14232560992240906,323
888.3,33.7,4800,0.9930185195989907,-0.003695226041600108,1184,4799,384000,0.0008024186087006806,0.0014805952087044716,-0.05947859212756157,324
808.8,26.9,4900,0.9966560502070934,0.001799733261577785,1207,4899,392000,0.0008024186087006806,0.0009132216800935566,-0.12794746458530426,324
820.0,27.9,5000,0.9721972178667784,0.0005491219344548881,1230,4999,400000,0.0008024186087006806,0.0057134549133479595,-0.08484506607055664,325
807.5,27.0,5100,0.9904872504994273,0.00011039166565751657,1253,5099,408000,0.0008024186087006806,0.002904123393818736,-0.030447710305452347,325
812.0,27.0,5200,0.9959369050338864,0.001843979931436479,1276,5199,416000,0.0008024186087006806,0.000731245381757617,-0.07307866960763931,325
867.7,31.4,5300,0.945274855941534,0.004591596312820911,1299,5299,424000,0.0008024186087006806,0.009291074238717556,-0.09473377466201782,326
873.4,25.1,5400,0.7568725496530533,-0.0025733220390975475,1322,5399,432000,0.0008024186087006806,0.05609831213951111,-0.07931055873632431,326
886.1,24.1,5500,0.9859125576913357,0.0013950109714642167,1345,5499,440000,0.0008024186087006806,0.00357828289270401,-0.08377926051616669,326
866.2,21.5,5600,0.9771556798368692,-0.010907918214797974,1368,5599,448000,0.0008024186087006806,0.0040917545557022095,-0.1301872432231903,327
895.9,27.3,5700,0.9544653482735157,-0.006010706070810556,1391,5699,456000,0.0008024186087006806,0.008185070939362049,-0.09963790327310562,327
882.4,27.5,5800,0.9763097446411848,0.005820666905492544,1415,5799,464000,0.0008024186087006806,0.007098329719156027,-0.07169941812753677,327
781.0,29.9,5900,0.9523527957499027,-0.0009584262152202427,1438,5899,472000,0.0008024186087006806,0.010713246650993824,-0.08114027976989746,328
760.8,30.5,6000,0.8986423835158348,0.0040557729080319405,1461,5999,480000,0.0008024186087006806,0.016777902841567993,-0.07199764251708984,328
810.6,26.7,6100,0.9929954269900918,0.0006932028918527067,1484,6099,488000,0.0008024186087006806,0.0016850002575665712,-0.04863153025507927,328
848.9,26.7,6200,0.9766527730971575,0.0007170841563493013,1507,6199,496000,0.0008024186087006806,0.004157738294452429,-0.06551416218280792,328
870.2,29.5,6300,0.954845454543829,-0.013517126441001892,1530,6299,504000,0.0008024186087006806,0.00859145075082779,-0.1240081787109375,329
895.2,31.4,6400,0.9869689410552382,0.0009699318907223642,1553,6399,512000,0.0008024186087006806,0.0022867636289447546,-0.11381504684686661,329
880.7,32.0,6500,0.9967800942249596,0.0034491827245801687,1576,6499,520000,0.0008024186087006806,0.0008368563139811158,-0.07553201913833618,329
911.8,34.9,6600,0.9852295005694032,0.00018483273743186146,1599,6599,528000,0.0008024186087006806,0.0023757449816912413,-0.08570363372564316,330
917.6,34.4,6700,0.9934405293315649,0.003143543843179941,1622,6699,536000,0.0008024186087006806,0.0019391116220504045,-0.08405405282974243,330
893.4,36.7,6800,0.9821586590260267,-0.00030575584969483316,1645,6799,544000,0.0008024186087006806,0.006650939583778381,-0.024529092013835907,330
827.2,27.4,6900,0.9807284139096737,-0.00011088695464422926,1669,6899,552000,0.0008024186087006806,0.004260613117367029,-0.023504938930273056,330
829.9,28.7,7000,0.9988198061473668,-3.5255357943242416e-05,1692,6999,560000,0.0008024186087006806,0.0004137318173889071,-0.026281824335455894,330
863.7,29.4,7100,0.9966539752203971,-0.00010645573638612404,1715,7099,568000,0.0008024186087006806,0.001171947573311627,-0.020371368154883385,331
881.7,35.3,7200,0.9974116256926209,0.000905151478946209,1738,7199,576000,0.0008024186087006806,0.0005305958329699934,-0.050668228417634964,331
828.7,28.7,7300,0.9969917512498796,-4.544990588328801e-05,1761,7299,584000,0.0008024186087006806,0.0004044562519993633,-0.047655101865530014,331
804.8,27.0,7400,0.9989860251080245,-0.00010884930816246197,1784,7399,592000,0.0008024186087006806,0.000328220019582659,-0.04092925786972046,331
843.1,29.0,7500,0.6468845009803772,6.168668915051967e-05,1807,7499,600000,0.0008024186087006806,0.07317466288805008,-0.07739272713661194,331
872.9,31.4,7600,0.9910842720419168,-0.00011914426431758329,1830,7599,608000,0.0008024186087006806,0.001891491818241775,-0.035317521542310715,332
928.4,37.0,7700,0.9971378638874739,-0.000240695386310108,1853,7699,616000,0.0008024186087006806,0.0007381890318356454,-0.02276194468140602,332
934.4,38.8,7800,0.9906374262645841,-2.846142160706222e-05,1876,7799,624000,0.0008024186087006806,0.0018104909686371684,-0.014383198693394661,332
946.8,40.0,7900,0.9955748589709401,-1.8431630451232195e-05,1899,7899,632000,0.0008024186087006806,0.0008731790003366768,-0.02047865279018879,332
945.5,40.0,8000,0.9840291365981102,1.0960851568597718e-06,1922,7999,640000,0.0008024186087006806,0.002281780820339918,-0.010546929202973843,332
936.4,38.6,8100,0.9885630458593369,2.7944201065110974e-05,1945,8099,648000,0.0008024186087006806,0.004382684361189604,-0.0112202363088727,333
882.7,34.0,8200,0.998263904126361,0.000887863920070231,1968,8199,656000,0.0008024186087006806,0.00022084983356762677,-0.005903883371502161,333
822.7,28.0,8300,0.998020377010107,0.0025911221746355295,1991,8299,664000,0.0008024186087006806,0.0006941137253306806,-0.002486634301021695,333
821.3,28.0,8400,0.9974511829204857,1.0869931656998233e-06,2014,8399,672000,0.0008024186087006806,0.0006485577905550599,-0.002333226380869746,333
821.8,28.0,8500,0.9968757382594049,1.933488601935096e-05,2037,8499,680000,0.0008024186087006806,0.0005693058483302593,-0.008662275038659573,333
820.1,28.0,8600,0.9999188779547694,1.66100562637439e-06,2060,8599,688000,0.0008024186087006806,2.2270834961091168e-05,-0.0033441600389778614,333
821.7,28.0,8700,0.9882236877456307,3.76516550204542e-06,2084,8699,696000,0.0008024186087006806,0.004641001112759113,-0.02019389532506466,333
945.8,38.6,8800,0.9712700769305229,0.0014120327541604638,2106,8799,704000,0.0008024186087006806,0.007798783481121063,-0.04361198842525482,334
970.3,42.7,8900,0.9985366918845102,-1.818342752812896e-05,2129,8899,712000,0.0008024186087006806,0.00030210232944227755,-0.01065092533826828,334
986.4,44.0,9000,0.9996272104617674,-0.0018203798681497574,2152,8999,720000,0.0008024186087006806,0.00014149783237371594,-0.007112045772373676,334
1016.9,46.0,9100,0.9765364434570074,-0.002613108605146408,2175,9099,728000,0.0008024186087006806,0.004445440135896206,-0.025776270776987076,334
1010.8,46.0,9200,0.9996376064664219,-0.0008014327031560242,2197,9199,736000,0.0008024186087006806,8.615158003522083e-05,-0.011837854981422424,334
969.8,40.8,9300,0.9852743083611131,0.00018334040942136198,2220,9299,744000,0.0008024186087006806,0.004358585458248854,-0.03298094496130943,335
934.3,37.5,9400,0.9993917873362079,-9.182429494103417e-06,2243,9399,752000,0.0008024186087006806,0.00014327267126645893,-0.004897179547697306,335
1012.3,46.0,9500,0.9887144155800343,-3.9673782339377794e-06,2266,9499,760000,0.0008024186087006806,0.0023496353533118963,-0.005473412107676268,335
924.2,35.2,9600,0.9894149657338858,-0.00038014212623238564,2289,9599,768000,0.0008024186087006806,0.003229054156690836,-0.03272178769111633,335
919.6,34.5,9700,0.9372634738683701,-0.00574510870501399,2312,9699,776000,0.0008024186087006806,0.010905838571488857,-0.02966448664665222,335
1014.0,46.0,9800,0.9980282178148627,-3.231296204830869e-06,2334,9799,784000,0.0008024186087006806,0.0005652635009028018,-0.002435995964333415,335
1015.0,46.0,9900,0.9996158563590143,7.600114713568473e-06,2357,9899,792000,0.0008024186087006806,0.00010993197065545246,-0.008353948593139648,335
1012.2,45.9,10000,0.9949353300035,-2.5629866286180913e-05,2380,9999,800000,0.0008024186087006806,0.0011496416991576552,-0.011202427558600903,336
1011.7,46.0,10100,0.9987807053839788,-0.000599776569288224,2403,10099,808000,0.0008024186087006806,0.0005842946702614427,-0.007236312609165907,336
821.5,28.0,10200,0.9982503780629486,1.2420764505804982e-05,2426,10199,816000,0.0008024186087006806,0.0004255468666087836,-0.003538604127243161,336
937.7,36.9,10300,0.9607525989413261,-0.000419593503465876,2448,10299,824000,0.0008024186087006806,0.009609843604266644,-0.019149640575051308,336
967.6,40.5,10400,0.9980388293042779,-2.1865524104214273e-05,2471,10399,832000,0.0008024186087006806,0.00038564307033084333,-0.018332067877054214,336
998.5,44.7,10500,0.9995911029109266,1.0156174994335743e-06,2494,10499,840000,0.0008024186087006806,0.00010213740461040288,-0.010938534513115883,336
1017.7,46.0,10600,0.9972407077439129,-0.00021300693333614618,2517,10599,848000,0.0008024186087006806,0.0006769971805624664,-0.02600463107228279,336
910.1,31.3,10700,0.9546468555927277,-6.124331412138417e-05,2540,10699,856000,0.0008024186087006806,0.008540692739188671,-0.020204296335577965,336
920.6,32.1,10800,0.9834227208048105,-4.3610849388642237e-05,2563,10799,864000,0.0008024186087006806,0.005278820637613535,-0.009839481674134731,337
916.9,31.0,10900,0.9551623836159706,-0.0007561953971162438,2586,10899,872000,0.0008024186087006806,0.014782379381358624,-0.0371522419154644,337
903.7,29.4,11000,0.9848808357492089,-9.43193954299204e-05,2609,10999,880000,0.0008024186087006806,0.002876700833439827,-0.024438759312033653,337
865.7,30.0,11100,0.9930069292895496,-0.0013387150829657912,2632,11099,888000,0.0008024186087006806,0.001542446087114513,-0.04489714279770851,337
828.1,36.2,11200,0.992037009447813,-0.006982994265854359,2655,11199,896000,0.0008024186087006806,0.002576839178800583,-0.0499420240521431,337
848.3,35.2,11300,0.9942202600650489,0.0009034482063725591,2678,11299,904000,0.0008024186087006806,0.001469912356697023,-0.0548052079975605,337
888.2,29.0,11400,0.9796702396124601,-1.4624077266489621e-05,2701,11399,912000,0.0008024186087006806,0.004731534514576197,-0.01214639563113451,337
909.8,27.7,11500,0.9844093704596162,-0.0010074001038447022,2724,11499,920000,0.0008024186087006806,0.002525160787627101,-0.03725096583366394,337
993.0,39.9,11600,0.9976497734896839,0.0025793863460421562,2747,11599,928000,0.0008024186087006806,0.0003666361444629729,-0.008516130968928337,337
981.2,33.2,11700,0.993256482295692,-1.2367789167910814e-05,2770,11699,936000,0.0008024186087006806,0.0007655110093764961,-0.012575161643326283,337
995.5,34.3,11800,0.9998325618071249,0.00015321587852668017,2793,11799,944000,0.0008024186087006806,4.597366933012381e-05,-0.01545637845993042,337
990.8,38.6,11900,0.9508233889937401,5.865077400812879e-05,2816,11899,952000,0.0008024186087006806,0.010554619133472443,-0.01653738133609295,338
982.7,33.3,12000,0.4963921904563904,-0.003919785376638174,2839,11999,960000,0.0008024186087006806,0.07451086491346359,-0.023629898205399513,338
960.4,31.7,12100,0.9773697797209024,-6.729750020895153e-05,2862,12099,968000,0.0008024186087006806,0.004277701955288649,-0.014324716292321682,338
994.1,33.0,12200,0.9985868913354352,-8.80683001014404e-05,2884,12199,976000,0.0008024186087006806,0.000294648198178038,-0.025337209925055504,338
987.8,33.0,12300,0.9980950122699142,-8.793044230515079e-07,2908,12299,984000,0.0008024186087006806,0.00037754193181172013,-0.007474031299352646,338
939.0,33.4,12400,0.9922554059885442,-0.000380442215828225,2930,12399,992000,0.0008024186087006806,0.0020579311531037092,-0.020714551210403442,338
900.8,30.6,12500,0.9743894804269075,0.005176198668777943,2953,12499,1000000,0.0008024186087006806,0.008293461985886097,-0.11313644796609879,338
