#{"t_start": 1713771306.4378421, "env_id": "BreakoutDeterministic-v4"}
r,l,t
29.0,848,1432.602155
17.0,706,1439.547229
18.0,733,1446.795912
16.0,622,1452.81391
23.0,836,1461.163846
27.0,866,1469.754038
17.0,669,1476.14879
23.0,875,1485.001523
27.0,898,1533.964628
25.0,732,1541.206572
22.0,741,1548.507142
18.0,772,1555.95944
20.0,739,1563.486969
22.0,889,1572.336234
23.0,830,1580.680565
20.0,797,1588.565983
24.0,928,1597.730844
26.0,825,1605.756883
19.0,780,1613.306988
23.0,909,1662.28971
25.0,956,1671.572101
20.0,799,1679.160591
25.0,935,1688.335228
22.0,883,1696.832364
21.0,771,1704.358234
23.0,912,1713.527268
27.0,869,1722.175797
22.0,816,1730.141931
19.0,748,1737.613712
28.0,909,1787.336111
31.0,1008,1797.287611
29.0,946,1806.907331
21.0,849,1815.360493
22.0,857,1823.856335
24.0,855,1832.258724
31.0,1026,1842.511509
30.0,864,1850.955408
29.0,965,1860.573526
24.0,969,1870.144125
30.0,875,1920.569243
32.0,1151,1932.305561
26.0,1044,1942.895041
31.0,975,1952.871199
23.0,890,1961.797625
28.0,914,1970.838361
21.0,696,1977.231219
27.0,964,1986.897901
26.0,906,1995.879393
28.0,913,2045.386351
29.0,1152,2056.801138
17.0,659,2063.373137
22.0,895,2072.145965
31.0,1075,2083.01197
6.0,383,2086.215486
20.0,810,2094.290426
4.0,335,2097.012656
21.0,835,2105.148839
20.0,813,2113.152404
25.0,1002,2123.020637
28.0,1004,2173.605647
28.0,1084,2184.52288
24.0,938,2193.788731
18.0,731,2201.034656
26.0,866,2209.756936
22.0,870,2218.431162
17.0,687,2224.959996
31.0,912,2233.946891
35.0,1103,2244.976705
36.0,1159,2256.739434
26.0,923,2306.114346
31.0,1012,2316.041712
40.0,1175,2327.854928
41.0,1080,2338.621602
35.0,1018,2348.571422
37.0,1035,2358.632319
45.0,1049,2368.931881
41.0,1232,2381.154269
32.0,976,2431.454129
30.0,1003,2441.196864
38.0,995,2451.149678
32.0,1013,2461.067151
32.0,950,2470.368893
44.0,1264,2483.032823
40.0,970,2492.611637
49.0,1197,2504.561159
39.0,1035,2554.420994
26.0,829,2562.387873
32.0,959,2571.717506
30.0,881,2580.234608
38.0,1063,2590.718764
36.0,987,2600.275188
46.0,1109,2611.109365
32.0,929,2620.365271
24.0,846,2628.722882
34.0,1023,2639.061662
9.0,505,2683.298637
4.0,303,2686.035788
4.0,315,2688.592769
23.0,826,2696.774338
3.0,280,2699.031297
5.0,357,2702.053068
25.0,831,2710.323349
3.0,280,2712.566792
30.0,912,2721.870522
16.0,562,2727.503322
27.0,773,2735.230355
40.0,1013,2745.586871
49.0,1182,2757.793984
34.0,916,2767.226792
7.0,443,2810.684597
9.0,477,2814.93088
37.0,913,2824.089185
13.0,659,2830.257421
5.0,382,2833.534122
42.0,1059,2843.932871
50.0,1137,2855.534666
61.0,1308,2868.712401
46.0,1054,2879.35532
1.0,214,2880.94021
27.0,768,2888.386413
59.0,1263,2940.672147
45.0,1167,2952.14817
65.0,1309,2965.392214
39.0,986,2975.017449
63.0,1253,2987.452179
60.0,1165,2998.991737
11.0,499,3003.61177
42.0,940,3012.819761
56.0,1235,3066.875196
2.0,245,3068.877443
67.0,1313,3082.387243
66.0,1268,3094.921983
50.0,1106,3106.008411
54.0,1145,3117.413324
53.0,1105,3128.422254
58.0,1178,3140.143629
31.0,998,3149.860848
22.0,658,3195.122222
57.0,1159,3206.396386
62.0,1187,3218.207018
52.0,1187,3229.844975
22.0,708,3236.650214
47.0,1098,3247.467816
49.0,1061,3257.928723
57.0,1156,3269.386783
51.0,1101,3321.17326
45.0,1027,3331.634889
15.0,603,3337.186743
54.0,1151,3348.61914
43.0,947,3358.017837
61.0,1254,3370.627962
13.0,645,3376.982436
13.0,508,3381.603191
53.0,1173,3393.616909
65.0,1204,3448.180731
50.0,1083,3459.034453
9.0,411,3462.673409
49.0,1131,3474.267172
12.0,621,3480.14114
18.0,631,3486.297403
12.0,574,3492.003813
14.0,577,3497.263406
12.0,453,3501.508338
9.0,520,3506.564831
14.0,573,3511.897751
14.0,569,3517.067774
11.0,447,3521.311976
52.0,1132,3532.900932
64.0,1222,3586.66116
21.0,634,3592.575728
64.0,1322,3605.681224
16.0,660,3612.304322
61.0,1255,3624.937834
75.0,1395,3638.868312
57.0,1165,3650.68889
17.0,628,3656.514005
71.0,1307,3711.518086
70.0,1464,3726.419918
17.0,657,3732.75663
62.0,1218,3745.07992
11.0,572,3750.667898
23.0,732,3757.485174
14.0,573,3762.823515
8.0,495,3767.263927
18.0,710,3773.789401
43.0,1031,3783.811799
71.0,1337,3837.980544
59.0,1236,3850.35068
31.0,763,3857.608933
12.0,622,3863.472201
68.0,1262,3875.91054
74.0,1460,3890.521905
76.0,1414,3904.701784
11.0,585,3910.058323
57.0,1184,3962.847729
13.0,561,3967.900154
16.0,630,3973.923105
25.0,743,3981.315751
62.0,1262,3994.17599
59.0,1135,4005.47667
19.0,806,4013.37991
14.0,651,4019.754502
22.0,697,4026.604735
73.0,1483,4041.361049
9.0,478,4045.845648
30.0,920,4095.436911
