#{"t_start": 1713771305.315311, "env_id": "BreakoutDeterministic-v4"}
r,l,t
14.0,610,2716.794683
7.0,447,2721.065881
9.0,510,2725.70998
8.0,411,2729.446262
3.0,270,2731.672323
11.0,604,2737.440967
30.0,910,2746.550889
6.0,378,2749.825035
38.0,1167,2761.791753
27.0,764,2769.505304
48.0,1204,2821.055386
38.0,1070,2831.6432
42.0,1086,2842.405693
5.0,347,2845.307833
6.0,442,2849.454046
37.0,978,2859.345553
38.0,950,2868.678952
9.0,491,2873.289135
52.0,1238,2885.883144
10.0,533,2890.909011
68.0,1341,2943.917709
52.0,1102,2954.787382
54.0,1129,2965.925059
53.0,1091,2976.709246
44.0,1154,2987.921105
69.0,1259,3000.407612
47.0,1275,3013.126125
36.0,977,3022.640824
7.0,440,3068.418811
71.0,1330,3082.233607
53.0,1177,3093.760771
62.0,1353,3107.402603
46.0,1099,3118.021173
62.0,1362,3131.608696
66.0,1267,3144.124653
9.0,415,3147.892795
45.0,1197,3198.696597
46.0,1065,3209.158314
17.0,793,3216.730945
20.0,597,3222.361145
59.0,1201,3234.206773
52.0,1187,3245.998273
47.0,1044,3256.385707
55.0,1277,3269.150987
43.0,979,3319.713073
42.0,942,3328.862132
50.0,1077,3339.716342
21.0,881,3348.392758
7.0,419,3352.09397
44.0,1002,3361.917238
55.0,1198,3373.986101
44.0,968,3383.662442
9.0,510,3388.48893
51.0,1055,3399.089189
66.0,1231,3453.888493
13.0,552,3459.148441
76.0,1357,3473.128279
69.0,1320,3486.778424
4.0,300,3489.362819
54.0,1149,3501.033326
60.0,1232,3513.975443
46.0,1016,3524.389227
52.0,1173,3536.030849
65.0,1334,3590.914181
19.0,779,3598.365535
54.0,1242,3610.74227
65.0,1267,3623.44297
9.0,499,3627.994396
53.0,1081,3638.689674
61.0,1199,3650.943529
61.0,1105,3662.133853
70.0,1346,3717.604223
58.0,1217,3729.922866
69.0,1319,3743.30145
59.0,1277,3756.462463
20.0,838,3764.463956
70.0,1322,3777.615596
70.0,1321,3790.936306
11.0,560,3836.978674
79.0,1282,3849.895669
62.0,1146,3861.203267
62.0,1257,3873.522292
63.0,1196,3885.139707
74.0,1382,3898.741143
79.0,1400,3912.482275
17.0,587,3917.697072
69.0,1306,3972.214631
25.0,811,3980.081651
66.0,1121,3991.432339
25.0,786,3999.248548
21.0,741,4006.341122
10.0,516,4011.007792
10.0,508,4015.564919
23.0,709,4022.318323
12.0,601,4027.913796
70.0,1206,4039.727448
13.0,552,4044.985316
28.0,1033,4095.734379
