#{"t_start": 1713771305.684599, "env_id": "BreakoutDeterministic-v4"}
r,l,t
8.0,451,635.652148
8.0,465,639.839967
12.0,599,645.608121
12.0,503,650.610533
12.0,607,656.246656
7.0,438,660.539542
15.0,562,666.156323
15.0,628,672.443663
11.0,596,678.354475
8.0,442,682.693682
15.0,548,688.202073
19.0,678,694.877992
6.0,389,698.701337
16.0,670,753.611278
19.0,712,760.874284
10.0,539,766.211775
18.0,620,772.322246
16.0,611,778.320648
10.0,494,783.088774
22.0,634,789.357869
23.0,746,796.779175
12.0,458,801.181643
17.0,678,807.964059
10.0,516,812.84809
26.0,840,821.648806
11.0,452,826.08869
8.0,439,830.299818
17.0,609,836.421168
22.0,655,884.228493
15.0,605,890.149916
21.0,619,896.219155
24.0,749,903.673122
19.0,629,909.899616
16.0,602,915.986068
19.0,770,923.97704
16.0,621,930.109979
12.0,507,935.065866
14.0,621,941.158843
20.0,593,946.978954
18.0,600,952.692837
12.0,641,958.842557
20.0,646,964.92414
9.0,499,969.850789
20.0,701,1018.683818
17.0,677,1025.301141
10.0,428,1029.41866
20.0,827,1037.664587
17.0,604,1043.472848
20.0,655,1050.072731
28.0,863,1058.713806
28.0,753,1066.255617
29.0,954,1075.933286
24.0,765,1083.413131
23.0,712,1090.301202
28.0,879,1099.025526
19.0,765,1146.273909
23.0,681,1153.171103
29.0,815,1161.440239
21.0,703,1168.2245
26.0,783,1176.071097
25.0,765,1183.669437
27.0,844,1192.082192
26.0,910,1201.312245
25.0,915,1210.573678
26.0,799,1218.458605
25.0,766,1226.047781
19.0,762,1274.868948
19.0,756,1282.147166
30.0,913,1291.179187
23.0,845,1299.355843
19.0,791,1307.087879
29.0,825,1315.08544
28.0,796,1322.655469
31.0,885,1331.471112
16.0,722,1338.617931
20.0,671,1345.264623
29.0,825,1353.713094
22.0,873,1401.910264
9.0,512,1406.516547
18.0,690,1413.309978
22.0,775,1420.948673
17.0,654,1427.367324
24.0,859,1435.825513
21.0,721,1442.993869
23.0,937,1452.245654
18.0,688,1458.92764
25.0,809,1466.934177
20.0,677,1473.725705
20.0,628,1479.882558
21.0,755,1487.393211
22.0,818,1535.588565
34.0,988,1545.676197
19.0,755,1553.049871
28.0,929,1562.497932
21.0,840,1570.673682
26.0,815,1578.790733
20.0,814,1586.976492
16.0,625,1592.914736
19.0,734,1600.20733
23.0,948,1609.442169
27.0,903,1658.649035
23.0,815,1666.371355
28.0,806,1674.385739
21.0,723,1681.274122
32.0,804,1689.14244
22.0,759,1696.5189
32.0,996,1706.37288
23.0,850,1714.794703
21.0,877,1723.420161
22.0,734,1730.370343
24.0,795,1738.292932
21.0,863,1787.715006
29.0,1119,1798.592082
38.0,1102,1809.858944
18.0,709,1816.885855
24.0,901,1825.7886
22.0,763,1833.314806
31.0,1112,1844.436059
31.0,888,1853.12289
27.0,969,1862.742136
24.0,989,1872.643132
43.0,1205,1926.898277
27.0,851,1935.332505
24.0,956,1944.855675
28.0,1045,1955.317579
26.0,928,1964.622935
30.0,1000,1974.27094
28.0,942,1983.214633
35.0,1060,1993.780539
29.0,947,2003.288675
25.0,864,2052.113899
23.0,921,2061.265887
7.0,432,2065.403822
22.0,865,2073.876238
23.0,907,2082.681434
32.0,1033,2093.119461
8.0,429,2096.970747
20.0,810,2104.821181
20.0,653,2110.955228
23.0,783,2118.6569
41.0,1138,2129.887704
30.0,989,2180.347628
27.0,1049,2190.737888
11.0,532,2195.700682
10.0,478,2200.265167
4.0,286,2202.728459
33.0,1013,2213.038489
26.0,955,2222.434991
27.0,856,2230.844688
24.0,936,2240.025095
21.0,787,2247.678374
21.0,817,2255.762256
33.0,1025,2306.052819
38.0,1201,2318.125919
31.0,965,2327.775318
30.0,1069,2338.39669
37.0,1215,2350.33842
36.0,1082,2361.091756
43.0,1044,2371.430653
28.0,957,2380.777928
38.0,1234,2433.732235
27.0,1040,2444.101912
35.0,1061,2454.744679
41.0,998,2464.454755
35.0,1132,2475.594076
41.0,1115,2486.493248
30.0,923,2495.437119
43.0,1082,2506.057331
22.0,756,2513.420104
38.0,1114,2563.972666
45.0,1026,2574.02141
46.0,1257,2586.316855
34.0,1051,2596.626524
29.0,954,2605.985993
34.0,889,2614.609595
48.0,1234,2626.988344
42.0,1151,2638.602208
40.0,1129,2689.51887
9.0,518,2694.534134
25.0,809,2702.741313
39.0,1014,2713.080757
28.0,937,2722.601427
35.0,955,2732.692568
36.0,973,2742.568453
20.0,759,2750.140595
9.0,517,2755.049541
27.0,760,2762.858709
6.0,402,2766.401686
12.0,511,2810.748412
48.0,1171,2822.3126
54.0,1292,2835.459012
43.0,971,2845.07911
7.0,479,2849.423735
32.0,817,2857.433266
57.0,1225,2869.773717
24.0,781,2877.564692
36.0,1005,2887.60103
46.0,1198,2939.17796
48.0,1112,2949.98503
57.0,1164,2961.418006
1.0,200,2962.802114
58.0,1178,2974.672288
54.0,1125,2985.640019
44.0,1064,2996.162256
60.0,1246,3008.674503
44.0,1152,3019.979149
4.0,340,3022.746917
15.0,543,3069.962227
50.0,1069,3080.925845
27.0,968,3090.340775
59.0,1179,3102.178588
55.0,1171,3113.855397
43.0,1111,3124.973051
50.0,1237,3137.332455
66.0,1268,3150.090946
52.0,1101,3199.992844
59.0,1191,3211.783645
50.0,1083,3222.549889
23.0,780,3230.084234
58.0,1257,3242.510036
59.0,1349,3255.79507
53.0,1141,3266.956473
58.0,1303,3320.970258
54.0,1167,3332.811503
53.0,1096,3343.580738
45.0,1049,3353.723727
52.0,1125,3364.900665
10.0,468,3368.909667
11.0,570,3374.289394
13.0,620,3380.188601
55.0,1133,3391.772628
50.0,1091,3402.804271
64.0,1245,3457.657921
15.0,693,3464.400538
43.0,1085,3475.329597
12.0,497,3479.831224
10.0,443,3483.821768
61.0,1145,3495.536718
11.0,549,3500.680022
14.0,606,3506.840976
7.0,408,3510.410985
51.0,1165,3521.833467
18.0,719,3529.04786
64.0,1251,3583.321803
57.0,1203,3595.10111
10.0,441,3599.085582
15.0,760,3606.074237
49.0,1072,3616.908097
17.0,737,3624.082523
53.0,1236,3636.208237
60.0,1327,3649.786461
71.0,1238,3662.237443
57.0,1390,3718.385124
21.0,676,3724.69392
17.0,735,3732.107382
23.0,727,3738.908473
11.0,617,3744.674101
75.0,1324,3758.17696
16.0,607,3763.923812
60.0,1177,3775.592557
12.0,511,3780.151818
61.0,1377,3793.892032
13.0,631,3840.442678
79.0,1314,3853.605833
74.0,1367,3867.312392
71.0,1346,3880.53878
71.0,1426,3894.648766
71.0,1341,3908.084888
63.0,1168,3919.126111
10.0,562,3965.845697
6.0,372,3969.201931
22.0,632,3975.217495
17.0,666,3981.602037
17.0,605,3987.165021
17.0,599,3992.898935
25.0,887,4001.775743
18.0,696,4008.427129
27.0,835,4016.324582
17.0,577,4021.975672
21.0,880,4030.621931
22.0,814,4038.245425
12.0,507,4042.946714
14.0,678,4090.606257
