#{"t_start": 1713771306.560858, "env_id": "BreakoutDeterministic-v4"}
r,l,t
9.0,422,366.416771
3.0,322,369.484572
4.0,314,372.560754
4.0,297,375.628985
8.0,471,380.802365
5.0,344,384.341079
1.0,189,385.940587
5.0,388,389.783876
8.0,468,394.79219
4.0,315,397.875735
10.0,484,403.080164
4.0,320,406.27862
6.0,396,410.262726
6.0,438,414.722996
2.0,225,416.664057
6.0,392,420.796585
14.0,484,426.029341
7.0,442,472.492928
12.0,568,478.300193
6.0,382,481.807067
7.0,441,486.319206
11.0,477,491.029778
9.0,415,495.115916
7.0,416,499.333929
10.0,497,504.32845
5.0,355,507.558737
7.0,410,511.366506
10.0,416,515.268903
5.0,363,518.66367
6.0,388,522.518089
5.0,351,525.74536
7.0,411,529.606293
4.0,273,531.929837
10.0,557,537.377753
6.0,384,541.091675
7.0,419,545.233487
9.0,500,550.341061
2.0,215,552.018166
5.0,357,555.379313
9.0,430,559.407142
6.0,372,562.970085
8.0,438,608.963629
13.0,530,614.256996
8.0,381,617.964016
7.0,417,621.70016
17.0,614,627.641394
13.0,563,633.00844
14.0,490,637.795548
5.0,369,640.996351
18.0,650,647.514746
10.0,517,652.249963
6.0,358,655.606681
15.0,680,662.557586
19.0,577,668.303854
16.0,564,673.959347
11.0,598,680.197626
10.0,543,685.83438
10.0,521,690.962106
17.0,668,697.636539
15.0,606,751.888091
24.0,786,759.754438
13.0,522,764.819904
13.0,628,771.063905
13.0,553,776.703922
11.0,476,781.198549
17.0,697,788.010583
11.0,453,792.440982
18.0,545,797.778533
20.0,600,803.67848
10.0,497,808.645288
14.0,567,814.280014
14.0,582,820.117424
13.0,659,826.785814
15.0,514,831.883393
22.0,671,879.788432
24.0,867,888.599223
22.0,681,895.49005
11.0,474,899.930547
17.0,640,906.261578
13.0,531,911.373208
23.0,774,919.222312
23.0,709,926.413282
11.0,551,931.987189
19.0,686,938.815114
23.0,721,946.132992
21.0,740,953.363222
13.0,643,959.607507
16.0,552,964.900192
22.0,723,1014.060483
15.0,513,1018.834709
17.0,655,1025.359645
26.0,692,1032.259155
27.0,759,1039.603402
17.0,684,1046.50164
14.0,592,1052.071021
17.0,673,1058.705184
23.0,672,1065.619644
27.0,697,1072.618616
20.0,816,1080.887613
24.0,784,1088.473207
24.0,698,1095.428655
23.0,783,1143.114103
25.0,640,1149.34274
28.0,865,1157.987008
23.0,842,1166.382114
23.0,816,1174.447846
22.0,875,1183.139358
19.0,759,1190.571152
21.0,852,1198.947837
28.0,880,1207.773187
27.0,827,1216.010039
26.0,778,1223.506212
19.0,764,1272.351904
22.0,708,1279.062102
24.0,777,1286.614424
25.0,879,1295.466427
24.0,764,1302.789626
27.0,795,1310.548577
19.0,765,1317.95665
25.0,905,1326.823916
36.0,967,1336.536365
17.0,661,1342.878292
26.0,889,1351.841611
27.0,739,1359.11346
17.0,730,1405.953194
22.0,892,1414.902616
23.0,666,1421.478556
19.0,634,1427.624267
26.0,838,1436.016875
17.0,700,1442.910486
20.0,756,1450.508962
16.0,638,1456.821453
31.0,862,1465.386316
26.0,841,1473.824638
26.0,875,1482.540334
25.0,806,1530.811099
31.0,939,1540.086012
28.0,911,1549.152206
21.0,804,1557.101913
28.0,798,1565.010906
27.0,965,1574.59688
23.0,853,1583.040844
27.0,1056,1593.61916
29.0,821,1601.547762
28.0,921,1610.697015
25.0,919,1660.0591
20.0,819,1667.687683
23.0,954,1676.941997
22.0,806,1684.780128
20.0,765,1692.068262
28.0,1027,1702.298458
21.0,851,1710.83796
18.0,684,1717.651325
22.0,897,1726.35262
28.0,918,1735.655388
22.0,792,1743.355282
29.0,1029,1794.340872
24.0,936,1803.72775
31.0,961,1813.23232
23.0,823,1821.233599
25.0,1025,1831.508574
25.0,1019,1841.818342
29.0,882,1850.628311
27.0,955,1860.05649
20.0,666,1866.527974
38.0,949,1917.82993
28.0,995,1927.782556
25.0,992,1937.767267
33.0,1024,1948.09952
27.0,925,1957.369124
37.0,1153,1969.041084
37.0,1100,1979.413528
31.0,1015,1989.554111
30.0,1034,2000.087865
29.0,1065,2051.057209
31.0,1137,2062.485895
23.0,880,2071.314609
22.0,781,2078.995062
21.0,847,2087.329983
16.0,641,2093.637542
32.0,1105,2104.849
32.0,1027,2115.290812
13.0,665,2121.779026
22.0,774,2129.357126
22.0,865,2178.175997
32.0,1132,2189.659642
35.0,1026,2200.012113
9.0,462,2204.325459
34.0,1167,2216.324308
39.0,1060,2226.771938
26.0,881,2235.358886
20.0,830,2243.410893
28.0,936,2252.851937
30.0,1032,2303.246008
29.0,970,2312.78664
29.0,1000,2322.759269
37.0,1039,2333.027681
42.0,1020,2343.105495
35.0,1056,2353.337573
38.0,1050,2363.66127
30.0,1047,2374.137798
33.0,882,2382.679173
33.0,998,2433.337982
34.0,1002,2443.351884
41.0,1126,2454.500766
51.0,1196,2466.377903
31.0,1039,2476.553767
31.0,922,2485.416672
37.0,1052,2495.854727
29.0,826,2503.826573
25.0,817,2511.585137
30.0,866,2559.391946
34.0,905,2568.306693
40.0,1184,2579.971938
30.0,1002,2589.775208
26.0,790,2597.289218
41.0,949,2606.503723
40.0,1006,2616.543776
36.0,966,2626.06708
26.0,699,2632.737647
44.0,1135,2683.629881
27.0,768,2691.162489
12.0,600,2696.990658
5.0,344,2699.983087
53.0,1241,2712.58845
6.0,388,2715.969764
27.0,778,2723.657299
45.0,1039,2734.267768
9.0,517,2739.282167
37.0,943,2748.619968
14.0,688,2755.576376
13.0,621,2761.762744
4.0,326,2764.742546
10.0,545,2809.709677
42.0,1042,2819.944695
29.0,829,2828.008419
48.0,1113,2839.23238
52.0,1239,2851.622208
27.0,895,2860.548269
41.0,1107,2871.631518
26.0,908,2880.577872
45.0,1139,2892.012712
50.0,1172,2943.166463
56.0,1186,2954.900342
39.0,1122,2965.940998
57.0,1312,2978.924873
47.0,1124,2990.049868
54.0,1214,3001.978258
50.0,1249,3014.586111
48.0,1048,3066.775007
45.0,1063,3077.791929
55.0,1163,3089.073846
60.0,1157,3100.819794
46.0,1026,3110.836392
24.0,808,3118.757568
62.0,1308,3131.927185
54.0,1188,3143.464279
52.0,1179,3194.233131
50.0,1111,3205.10811
59.0,1187,3216.962944
53.0,1218,3228.980824
54.0,1256,3241.42542
49.0,1182,3252.967973
53.0,1193,3264.733322
37.0,934,3273.958767
58.0,1149,3326.080607
16.0,654,3332.515846
44.0,967,3342.096066
45.0,1057,3352.4342
48.0,1081,3363.050591
46.0,1058,3373.691047
49.0,1102,3384.880808
52.0,1207,3397.124263
47.0,1008,3449.672674
53.0,1238,3462.254119
50.0,1080,3473.25327
67.0,1393,3487.568021
11.0,551,3493.004889
7.0,436,3496.70941
65.0,1204,3509.460179
52.0,1145,3520.86788
16.0,550,3526.441654
69.0,1259,3580.708106
60.0,1308,3593.770642
61.0,1261,3606.244033
65.0,1170,3618.333325
63.0,1355,3631.604589
7.0,440,3635.502225
8.0,494,3639.978469
14.0,579,3645.610512
22.0,724,3652.672454
7.0,446,3656.695393
63.0,1382,3712.588777
16.0,640,3718.644825
68.0,1237,3731.347642
22.0,749,3738.566042
12.0,625,3744.659294
18.0,680,3751.36711
16.0,714,3758.074205
16.0,578,3763.411886
15.0,595,3768.947253
18.0,682,3775.112551
17.0,618,3780.875229
6.0,352,3783.993791
19.0,720,3790.643099
64.0,1192,3843.371508
62.0,1255,3856.000234
58.0,1238,3868.24402
73.0,1312,3881.170838
24.0,796,3888.726314
65.0,1397,3902.509126
58.0,1204,3913.995975
70.0,1209,3967.20685
7.0,454,3971.454706
20.0,802,3979.365602
62.0,1136,3991.025313
21.0,777,3998.674066
18.0,716,4005.491844
65.0,1244,4017.912291
14.0,571,4023.452827
66.0,1318,4036.629649
70.0,1352,4091.142793
