#{"t_start": 1713771305.5627146, "env_id": "BreakoutDeterministic-v4"}
r,l,t
10.0,556,830.059653
20.0,764,837.784714
9.0,509,883.900202
22.0,672,890.560886
18.0,708,897.45723
21.0,685,904.438071
20.0,737,911.760362
20.0,811,920.05508
18.0,735,927.605689
19.0,623,933.98732
20.0,670,940.643776
11.0,574,946.41398
23.0,725,953.685332
17.0,696,960.482168
14.0,555,965.81329
30.0,856,1016.250602
23.0,867,1024.767462
21.0,735,1032.388021
24.0,742,1039.773022
27.0,747,1047.135707
26.0,960,1056.600491
14.0,722,1063.817312
8.0,436,1067.837092
21.0,741,1075.167068
31.0,884,1083.972991
20.0,802,1091.981098
12.0,488,1096.512074
29.0,851,1144.626576
28.0,876,1153.574763
27.0,884,1162.297654
21.0,883,1171.152248
18.0,689,1177.924433
19.0,614,1183.884967
27.0,742,1191.076114
18.0,676,1197.792857
23.0,743,1205.17926
20.0,795,1212.961549
21.0,845,1221.284851
26.0,793,1229.15399
14.0,701,1277.195157
21.0,720,1284.328561
19.0,775,1292.023013
27.0,876,1300.869866
22.0,891,1309.768089
23.0,848,1317.995586
21.0,719,1325.108148
22.0,763,1332.46937
25.0,902,1341.416677
21.0,868,1350.212658
25.0,890,1358.996134
22.0,802,1406.330401
25.0,907,1415.363626
29.0,939,1424.715212
23.0,894,1433.759385
23.0,861,1442.207699
26.0,1064,1452.993886
30.0,870,1461.549821
21.0,817,1469.580423
26.0,830,1477.895981
19.0,744,1485.196703
21.0,848,1533.756835
25.0,925,1543.153602
27.0,902,1552.016012
25.0,792,1559.656303
20.0,736,1567.063063
30.0,805,1575.045902
29.0,909,1584.405777
26.0,986,1594.321787
27.0,960,1603.768801
28.0,883,1612.37044
25.0,856,1660.96851
24.0,913,1669.676674
26.0,959,1679.098025
31.0,1022,1689.372248
26.0,929,1698.429837
22.0,897,1707.250865
20.0,763,1714.73709
33.0,958,1724.349502
26.0,923,1733.47899
20.0,756,1741.031466
24.0,911,1790.803802
29.0,1115,1802.005636
25.0,871,1810.583023
27.0,967,1820.141402
39.0,1142,1831.510153
21.0,730,1838.519249
19.0,754,1845.910977
33.0,963,1855.499525
27.0,957,1865.089357
27.0,977,1916.76436
35.0,1077,1927.539458
28.0,1067,1938.225868
25.0,877,1946.94797
27.0,853,1955.491595
24.0,814,1963.513226
26.0,878,1972.314679
38.0,1177,1983.625776
37.0,1089,1994.519191
30.0,1104,2046.1917
24.0,931,2055.167839
22.0,869,2063.764098
35.0,1056,2074.280107
25.0,886,2082.978187
24.0,856,2091.269875
35.0,1037,2101.633762
20.0,793,2109.498998
22.0,810,2117.439895
25.0,954,2126.937479
8.0,492,2131.439942
21.0,859,2180.221484
29.0,1014,2190.507465
37.0,1166,2202.516491
21.0,775,2210.338848
20.0,796,2218.27493
10.0,521,2223.241837
30.0,1163,2234.978539
35.0,1027,2245.156529
21.0,820,2253.327883
30.0,984,2303.320899
37.0,1041,2313.394584
41.0,1110,2324.499094
41.0,1134,2335.918458
37.0,892,2344.526867
45.0,1067,2354.796395
31.0,938,2363.983075
29.0,938,2373.341577
45.0,1131,2384.468341
32.0,924,2434.217593
37.0,1064,2444.837639
7.0,385,2448.34518
43.0,1181,2460.208452
40.0,1002,2470.171159
35.0,988,2479.837036
32.0,973,2489.388684
30.0,1043,2499.778712
37.0,1075,2510.330792
42.0,1072,2560.43082
30.0,887,2568.992602
38.0,951,2578.178548
46.0,1120,2589.301393
33.0,990,2599.115012
34.0,1057,2609.557302
28.0,963,2618.902732
37.0,907,2627.971308
28.0,770,2635.666681
34.0,1052,2685.554476
12.0,633,2691.631736
9.0,497,2696.208955
13.0,629,2702.293706
12.0,613,2708.014841
9.0,464,2712.434371
12.0,630,2718.686528
34.0,949,2728.214602
5.0,345,2731.291438
9.0,508,2736.149049
41.0,1032,2746.628431
14.0,569,2751.918111
62.0,1228,2764.715297
32.0,937,2813.45943
50.0,1183,2825.3349
13.0,619,2831.051275
9.0,484,2835.668767
18.0,684,2842.219742
6.0,372,2845.520392
4.0,298,2848.022575
52.0,1218,2860.403024
13.0,559,2865.655017
48.0,1082,2876.531595
12.0,485,2881.116156
9.0,535,2886.032527
20.0,797,2893.879118
7.0,423,2937.164232
56.0,1255,2949.481482
36.0,1113,2960.337941
8.0,473,2964.572995
54.0,1193,2976.565162
49.0,1067,2987.009121
59.0,1316,3000.026044
49.0,1099,3010.945417
63.0,1342,3066.103662
44.0,1146,3078.278923
19.0,662,3084.357923
64.0,1323,3097.567449
23.0,885,3106.204406
59.0,1373,3119.790128
49.0,1233,3131.902246
23.0,685,3138.241405
58.0,1262,3150.779177
61.0,1143,3201.036503
51.0,1165,3212.516734
49.0,1184,3224.308763
46.0,1089,3234.80439
52.0,1079,3245.460108
63.0,1305,3258.481071
50.0,1101,3269.387047
47.0,1115,3321.230782
45.0,1055,3332.000114
15.0,617,3337.730158
16.0,638,3343.981683
55.0,1096,3354.939077
30.0,757,3362.317305
47.0,1133,3373.352905
62.0,1270,3386.283148
40.0,975,3396.110089
55.0,1165,3450.329951
12.0,515,3454.959134
55.0,1191,3466.991345
46.0,1049,3477.630643
47.0,1113,3488.885237
62.0,1136,3500.488706
13.0,519,3505.858405
23.0,780,3513.33078
54.0,1114,3524.760058
14.0,597,3530.465242
58.0,1269,3584.879734
65.0,1196,3596.710362
51.0,1109,3607.696459
14.0,624,3613.911343
58.0,1161,3625.707127
2.0,242,3627.398396
14.0,615,3633.014779
11.0,598,3638.860168
10.0,566,3644.199936
9.0,521,3649.328683
47.0,1094,3660.367757
56.0,1186,3714.033938
60.0,1282,3726.936879
16.0,620,3733.019941
53.0,1235,3745.195169
14.0,599,3751.012356
63.0,1226,3762.997171
22.0,822,3770.849624
69.0,1379,3784.65506
73.0,1264,3837.993063
7.0,341,3840.878425
76.0,1416,3855.169404
64.0,1316,3868.467751
61.0,1322,3881.339614
27.0,818,3889.131734
86.0,1297,3902.047564
68.0,1362,3915.339558
69.0,1306,3969.580332
77.0,1376,3983.580143
16.0,541,3988.686589
14.0,566,3994.054211
14.0,590,3999.79309
81.0,1267,4012.467564
39.0,1010,4022.507166
64.0,1299,4035.384133
25.0,826,4043.599414
24.0,813,4092.613874
