#{"t_start": 1713771305.9316976, "env_id": "BreakoutDeterministic-v4"}
r,l,t
17.0,630,758.204161
12.0,492,762.982412
14.0,627,769.045814
18.0,527,774.28214
10.0,561,779.648594
17.0,629,785.730661
25.0,795,793.678617
10.0,509,798.623945
20.0,695,805.6989
15.0,627,812.121464
20.0,602,818.189438
18.0,662,824.756583
10.0,546,830.158238
17.0,702,837.369135
15.0,511,883.597244
7.0,415,887.341967
21.0,635,893.498049
29.0,981,903.48509
22.0,674,910.181943
19.0,671,916.867346
13.0,551,922.251536
23.0,829,930.696549
18.0,808,938.903861
9.0,478,943.433779
21.0,660,950.012902
26.0,700,956.880583
21.0,778,964.25201
24.0,842,1014.734162
20.0,727,1021.559569
25.0,776,1029.581728
24.0,825,1037.658352
24.0,753,1044.901881
28.0,796,1052.677541
23.0,823,1061.174358
17.0,700,1068.165023
17.0,677,1075.01562
20.0,711,1082.156538
28.0,802,1090.197808
20.0,670,1096.619929
22.0,792,1144.170423
19.0,758,1151.778755
22.0,897,1160.877274
26.0,783,1168.505692
22.0,724,1175.614786
17.0,669,1182.305932
22.0,753,1189.725732
25.0,886,1198.562993
30.0,832,1206.9099
14.0,618,1212.969695
22.0,789,1220.745435
19.0,798,1228.497743
30.0,883,1278.611435
25.0,902,1287.54002
15.0,572,1293.014491
16.0,732,1300.022037
19.0,707,1307.006529
13.0,658,1313.247362
21.0,709,1320.058116
23.0,758,1327.510354
21.0,758,1335.005983
28.0,786,1342.847761
24.0,863,1351.450971
24.0,848,1360.071797
24.0,863,1408.270198
24.0,813,1416.369802
21.0,841,1424.717299
21.0,827,1433.078959
17.0,676,1439.543334
16.0,628,1445.534628
28.0,910,1454.628146
27.0,832,1462.912807
24.0,845,1471.247143
20.0,767,1478.806498
18.0,775,1486.430994
26.0,839,1534.775452
19.0,667,1541.425143
17.0,645,1547.520741
23.0,747,1554.935491
20.0,800,1562.880999
18.0,711,1569.948631
20.0,718,1576.747971
17.0,657,1583.258192
21.0,828,1591.427876
19.0,745,1598.801084
19.0,736,1606.010137
22.0,867,1614.650306
32.0,948,1663.93582
30.0,843,1672.192869
31.0,967,1681.782189
25.0,935,1690.831233
20.0,806,1698.644508
33.0,1122,1709.77908
25.0,999,1719.873031
28.0,975,1729.597626
20.0,825,1737.805077
22.0,799,1786.473181
25.0,843,1794.421303
26.0,930,1803.763075
26.0,904,1812.823304
30.0,1004,1822.892103
24.0,979,1832.492669
29.0,1025,1842.608579
17.0,699,1849.445113
28.0,898,1858.254932
21.0,805,1866.184444
23.0,862,1916.88003
21.0,863,1925.343099
36.0,1206,1937.474376
27.0,1055,1948.180983
26.0,1030,1958.565827
26.0,964,1968.05944
23.0,934,1976.657033
28.0,1051,1986.992681
23.0,818,1995.052742
26.0,922,2044.732456
27.0,786,2052.265687
26.0,779,2060.070546
29.0,973,2069.843393
26.0,892,2078.785622
25.0,965,2088.301103
19.0,753,2095.686248
31.0,1179,2107.68364
31.0,1050,2118.232618
20.0,774,2125.642587
21.0,836,2174.355742
37.0,1198,2186.477116
32.0,990,2196.444314
34.0,1048,2207.216256
13.0,547,2212.328541
21.0,846,2220.535457
32.0,1032,2230.663605
30.0,1065,2241.335281
40.0,1128,2252.766523
11.0,589,2258.140247
23.0,734,2305.277113
40.0,1058,2316.006904
37.0,984,2325.702646
22.0,854,2334.067289
52.0,1196,2346.127632
36.0,1087,2356.640987
34.0,1030,2366.754381
47.0,1233,2379.027118
26.0,939,2429.1215
33.0,906,2437.718328
41.0,1053,2448.329519
38.0,1003,2458.182223
39.0,1010,2468.173216
39.0,1019,2478.042509
27.0,897,2486.818818
18.0,645,2492.973302
26.0,973,2502.599869
49.0,1043,2512.894428
49.0,1033,2562.715169
40.0,1058,2573.414167
32.0,940,2582.754399
30.0,844,2591.02342
46.0,1129,2602.059387
36.0,1025,2612.14507
37.0,909,2621.171722
35.0,961,2630.807194
27.0,884,2639.462357
41.0,1058,2689.532086
40.0,1034,2700.054646
37.0,1066,2710.882735
9.0,485,2715.470907
31.0,805,2723.261305
31.0,800,2731.359543
32.0,870,2740.043518
8.0,447,2744.251814
13.0,508,2749.114598
4.0,320,2751.808191
5.0,347,2754.916659
7.0,380,2758.227045
7.0,423,2762.309888
8.0,469,2766.860826
4.0,335,2809.514
8.0,458,2813.384841
9.0,515,2818.353993
32.0,932,2827.460451
48.0,1060,2838.224037
32.0,993,2848.060455
36.0,954,2857.642601
53.0,1400,2871.66384
44.0,1034,2882.257448
46.0,1106,2893.422822
46.0,1025,2943.215011
61.0,1187,2955.03554
67.0,1431,2969.531397
63.0,1367,2983.043931
43.0,1048,2993.400805
5.0,342,2996.404721
6.0,384,2999.8641
74.0,1386,3013.894839
60.0,1278,3068.382019
49.0,1212,3081.062604
57.0,1243,3093.362217
10.0,471,3097.691625
23.0,841,3105.75463
53.0,1190,3117.585514
27.0,1004,3127.450294
16.0,583,3132.723948
53.0,1225,3144.9049
48.0,1044,3194.387101
59.0,1340,3207.585638
17.0,657,3213.862478
47.0,1059,3224.408331
45.0,1076,3234.836982
57.0,1154,3246.281529
52.0,1085,3257.041756
24.0,786,3264.488618
46.0,1072,3275.229679
55.0,1279,3328.863177
56.0,1207,3341.032574
57.0,1166,3352.669312
14.0,505,3357.328841
17.0,654,3363.785218
52.0,1149,3375.34533
47.0,1102,3386.668599
53.0,1224,3399.287566
10.0,499,3403.893911
13.0,597,3451.607163
52.0,990,3461.749194
18.0,696,3468.388269
7.0,441,3472.533583
12.0,519,3477.292615
68.0,1420,3492.022256
56.0,1352,3506.164667
50.0,1123,3517.181771
51.0,1142,3529.014859
58.0,1205,3582.724462
54.0,1190,3594.607506
13.0,573,3599.900515
11.0,580,3605.269435
59.0,1262,3618.124588
52.0,1154,3629.575161
87.0,1494,3644.859252
15.0,589,3650.632911
56.0,1180,3662.641188
64.0,1197,3716.566894
65.0,1364,3730.537776
66.0,1303,3743.65113
60.0,1188,3755.950424
62.0,1281,3768.574148
73.0,1349,3781.996552
13.0,557,3787.132918
19.0,731,3835.041346
12.0,618,3840.812747
67.0,1321,3854.010407
14.0,708,3860.859987
66.0,1289,3873.560053
78.0,1394,3887.334794
65.0,1367,3900.90906
72.0,1387,3914.442845
62.0,1279,3968.217487
77.0,1248,3981.055498
18.0,727,3988.111877
71.0,1394,4002.266102
68.0,1411,4016.499384
15.0,632,4022.508859
71.0,1239,4034.768201
66.0,1195,4046.813052
24.0,739,4094.444829
