#{"t_start": 1713771305.8081768, "env_id": "BreakoutDeterministic-v4"}
r,l,t
33.0,985,2127.731711
31.0,946,2177.419203
12.0,575,2182.847507
20.0,799,2190.634382
37.0,1085,2201.559359
38.0,1084,2212.558124
22.0,891,2221.241245
12.0,468,2225.636533
30.0,944,2234.882376
37.0,1151,2246.483837
27.0,947,2255.906797
40.0,1108,2307.198509
29.0,879,2315.913175
31.0,937,2325.22462
40.0,1063,2336.052136
31.0,838,2344.236895
30.0,1017,2354.225055
35.0,1103,2365.316692
46.0,1046,2375.8116
37.0,1084,2386.478137
30.0,907,2435.959571
41.0,1107,2446.911503
49.0,1026,2457.089615
37.0,1040,2467.260662
37.0,1170,2478.853371
26.0,847,2486.995404
29.0,909,2495.810131
29.0,1036,2505.948948
37.0,1033,2555.783084
33.0,965,2565.300457
32.0,872,2573.848077
30.0,859,2582.322937
15.0,621,2588.052619
32.0,913,2597.039463
42.0,1059,2607.597068
30.0,857,2616.034919
37.0,910,2624.961104
46.0,1049,2635.502418
31.0,934,2684.052888
35.0,930,2693.244163
43.0,1118,2704.553468
10.0,521,2709.330793
23.0,748,2716.853892
35.0,910,2726.136139
26.0,756,2733.697746
2.0,246,2735.456901
11.0,484,2739.927536
14.0,554,2745.280452
31.0,970,2755.018998
23.0,741,2762.323078
41.0,962,2811.546764
53.0,1196,2823.463968
16.0,718,2830.415432
31.0,788,2838.279028
49.0,1100,2849.201692
54.0,1273,2862.029948
20.0,583,2867.488332
8.0,510,2872.160263
40.0,947,2881.819684
5.0,393,2885.109405
43.0,1100,2896.203042
9.0,529,2940.499791
58.0,1204,2952.50621
48.0,1175,2964.111425
38.0,1084,2974.799631
54.0,1175,2986.372822
44.0,1148,2997.738814
53.0,1245,3010.089464
9.0,498,3014.786475
4.0,312,3017.461918
75.0,1355,3073.323948
58.0,1279,3086.079156
27.0,868,3094.734127
34.0,903,3103.55931
16.0,679,3109.841203
67.0,1418,3123.974106
59.0,1331,3137.224024
45.0,1067,3147.95813
9.0,524,3192.013683
49.0,1060,3202.154768
69.0,1311,3215.426922
22.0,744,3222.661051
44.0,1032,3232.665719
55.0,1074,3243.275949
47.0,1027,3253.243057
53.0,1221,3265.203314
48.0,1131,3276.772006
55.0,1153,3329.161241
11.0,590,3334.920303
49.0,1064,3345.586533
50.0,1101,3356.446649
58.0,1104,3367.612565
12.0,595,3373.245377
51.0,1180,3385.260672
49.0,1063,3395.928173
51.0,1109,3449.519415
18.0,653,3455.841744
20.0,691,3462.423753
54.0,1106,3473.660699
55.0,1130,3485.11974
10.0,550,3490.265744
14.0,568,3495.687026
57.0,1218,3508.45909
20.0,711,3514.965497
54.0,1137,3526.854498
57.0,1159,3579.997666
12.0,540,3585.096982
66.0,1280,3597.733277
56.0,1206,3609.777206
65.0,1311,3623.088915
59.0,1200,3634.827019
59.0,1192,3647.096386
13.0,562,3652.354961
18.0,569,3657.632382
58.0,1289,3712.487589
65.0,1245,3725.201895
14.0,633,3731.502527
69.0,1297,3744.454785
20.0,682,3751.405442
62.0,1242,3763.545088
9.0,487,3768.030061
64.0,1212,3779.852136
78.0,1510,3835.858358
67.0,1230,3848.100423
12.0,656,3854.188061
15.0,749,3861.291211
81.0,1380,3874.980402
78.0,1376,3888.560815
72.0,1410,3902.585319
13.0,580,3907.983468
67.0,1313,3962.096677
57.0,1210,3973.944642
24.0,808,3981.883158
62.0,1205,3994.186264
19.0,655,4000.543567
13.0,514,4005.096761
15.0,612,4011.030083
26.0,793,4018.83162
14.0,598,4024.650427
73.0,1234,4036.699128
20.0,742,4043.842165
21.0,594,4090.779478
