#{"t_start": 1713771305.0565004, "env_id": "BreakoutDeterministic-v4"}
r,l,t
32.0,773,1311.822588
19.0,776,1319.296047
28.0,844,1327.59306
23.0,810,1335.713317
17.0,694,1342.457698
20.0,796,1350.557191
21.0,854,1359.014201
17.0,680,1404.938014
25.0,905,1414.077874
25.0,725,1421.081672
20.0,819,1429.241168
21.0,767,1436.742519
13.0,623,1442.760005
20.0,857,1451.153939
18.0,723,1458.395658
23.0,839,1466.53389
9.0,465,1470.802475
23.0,861,1479.257021
19.0,761,1486.789896
28.0,923,1535.977961
20.0,829,1544.248186
20.0,792,1552.151053
18.0,722,1559.264722
24.0,865,1567.950447
29.0,1098,1579.00105
22.0,774,1586.520371
20.0,790,1594.254402
17.0,674,1600.636708
26.0,970,1610.203582
25.0,913,1659.590349
28.0,895,1668.204408
24.0,858,1676.805994
28.0,893,1685.637156
31.0,938,1694.704311
18.0,782,1702.136523
29.0,934,1711.494949
32.0,963,1721.089541
24.0,824,1729.059295
24.0,878,1737.880106
20.0,806,1745.899603
19.0,758,1793.877439
17.0,644,1800.15629
30.0,939,1809.470749
21.0,851,1818.00448
19.0,709,1824.81172
24.0,955,1834.432809
20.0,824,1842.375852
24.0,855,1851.011914
23.0,795,1858.856394
20.0,748,1866.183011
22.0,902,1917.038844
31.0,974,1926.705353
34.0,1102,1937.890933
34.0,988,1947.996296
37.0,1064,1958.676057
27.0,959,1968.417975
30.0,1058,1978.440056
29.0,964,1987.836974
41.0,1129,1999.209672
26.0,778,2047.284677
18.0,739,2054.342736
31.0,1033,2064.846787
8.0,504,2069.366397
21.0,833,2077.570713
23.0,860,2086.006156
22.0,757,2093.50368
13.0,573,2098.793316
25.0,890,2107.650461
17.0,679,2114.281832
31.0,1080,2124.984825
24.0,816,2173.634774
20.0,766,2180.865221
25.0,886,2189.561714
19.0,786,2197.246945
7.0,422,2200.99854
26.0,859,2209.585336
39.0,1148,2221.101483
21.0,858,2229.397362
21.0,837,2237.679918
20.0,789,2245.230198
37.0,1045,2255.666056
10.0,534,2260.517897
30.0,1081,2311.268521
37.0,1076,2321.854434
21.0,702,2328.677515
37.0,998,2338.681319
29.0,1043,2348.855621
33.0,937,2357.967162
34.0,977,2367.516707
38.0,1050,2378.005135
31.0,965,2387.467634
24.0,791,2435.615478
37.0,1114,2446.704476
49.0,1065,2457.249137
39.0,1035,2467.308931
45.0,1053,2477.813096
38.0,1072,2488.552768
39.0,1241,2500.978621
45.0,1163,2512.591251
41.0,1110,2562.917101
42.0,958,2572.56612
37.0,1056,2583.121082
35.0,1007,2593.105114
29.0,825,2600.922456
31.0,938,2610.216025
32.0,977,2619.798569
8.0,486,2624.049267
37.0,917,2633.082999
25.0,865,2681.088139
11.0,546,2686.270284
4.0,309,2688.983869
11.0,590,2694.518804
13.0,665,2701.010993
39.0,991,2710.921076
4.0,294,2713.354565
12.0,509,2718.226387
8.0,428,2722.134416
9.0,518,2727.099245
7.0,403,2730.751333
27.0,863,2739.529573
19.0,645,2745.713164
27.0,767,2753.403578
5.0,397,2756.849814
32.0,885,2765.697467
44.0,1013,2815.331232
37.0,939,2824.537727
36.0,952,2834.000859
4.0,343,2836.882268
48.0,1204,2849.010793
27.0,736,2856.309048
12.0,501,2861.042016
40.0,962,2870.634534
42.0,1094,2881.69453
38.0,1060,2892.382756
54.0,1186,2943.725186
54.0,1075,2954.417789
47.0,1120,2965.505531
44.0,1191,2977.250132
39.0,960,2986.526569
59.0,1308,2999.509108
59.0,1236,3011.669099
65.0,1322,3066.74053
9.0,425,3070.924743
72.0,1378,3085.120453
20.0,701,3091.777909
39.0,969,3101.463175
24.0,842,3109.708484
59.0,1196,3121.68166
51.0,1148,3133.031859
44.0,1070,3143.508222
57.0,1166,3194.247327
58.0,1175,3205.726713
51.0,1142,3217.165745
62.0,1170,3228.804129
60.0,1281,3241.394169
58.0,1296,3254.085644
56.0,1199,3265.850327
64.0,1267,3319.613204
13.0,522,3324.260196
17.0,634,3330.412135
10.0,525,3335.479714
50.0,1080,3346.267512
45.0,1031,3356.230612
43.0,1064,3366.914438
49.0,1002,3376.940387
49.0,1091,3387.828753
67.0,1179,3399.86924
43.0,1139,3453.53013
59.0,1133,3465.092836
60.0,1155,3476.815709
8.0,457,3481.012461
65.0,1307,3494.430231
44.0,996,3504.839317
13.0,530,3509.820341
46.0,1025,3519.760866
5.0,352,3522.940996
21.0,655,3529.276539
19.0,630,3535.262405
64.0,1261,3589.436944
12.0,520,3594.183959
61.0,1274,3606.924277
13.0,539,3612.103708
61.0,1129,3623.492454
15.0,676,3629.714375
56.0,1207,3641.798071
15.0,590,3647.389793
62.0,1144,3658.974347
14.0,597,3664.535814
15.0,579,3711.823399
65.0,1251,3724.534743
15.0,645,3730.783916
9.0,522,3735.688315
67.0,1217,3748.0299
64.0,1332,3761.505948
20.0,715,3768.380646
78.0,1552,3783.769801
69.0,1413,3838.647091
16.0,614,3844.536176
15.0,656,3850.835493
18.0,542,3855.941786
31.0,931,3864.932293
77.0,1348,3878.393936
72.0,1367,3892.021324
11.0,477,3896.36713
65.0,1330,3909.594496
19.0,549,3914.47021
53.0,1013,3965.636887
15.0,625,3971.43188
53.0,1029,3981.669565
24.0,760,3989.0725
29.0,816,3997.333565
27.0,866,4005.630315
85.0,1527,4021.06313
21.0,723,4028.222807
71.0,1393,4041.929919
10.0,544,4047.071299
