#{"t_start": 1713771306.178792, "env_id": "BreakoutDeterministic-v4"}
r,l,t
18.0,660,902.699574
14.0,578,908.226849
22.0,680,915.148605
20.0,588,921.02066
15.0,654,927.616505
13.0,547,932.908102
14.0,626,938.945399
12.0,611,945.114093
19.0,641,951.368333
22.0,671,958.033689
17.0,607,963.742598
17.0,603,969.495303
20.0,673,1017.828857
22.0,769,1025.504653
22.0,668,1032.360562
28.0,738,1039.697788
13.0,652,1046.028303
24.0,768,1053.554095
26.0,773,1061.37082
25.0,830,1069.702584
25.0,777,1077.56366
27.0,858,1086.049612
27.0,868,1094.765146
23.0,692,1101.53259
14.0,574,1146.686985
22.0,764,1154.305436
13.0,575,1159.6911
20.0,826,1167.966774
17.0,705,1174.66383
31.0,893,1183.60858
29.0,990,1193.699468
23.0,769,1201.47295
19.0,764,1208.863888
25.0,774,1216.496032
27.0,835,1224.758099
16.0,638,1272.366891
16.0,626,1278.189339
19.0,748,1285.324346
26.0,794,1293.372707
25.0,886,1302.03432
30.0,987,1312.119782
30.0,849,1320.343644
21.0,764,1327.699972
16.0,738,1334.976991
26.0,797,1342.920156
21.0,702,1350.014183
22.0,790,1357.771484
25.0,871,1406.04458
21.0,851,1414.57128
18.0,732,1421.82486
29.0,969,1431.493452
24.0,846,1439.907098
25.0,814,1447.965785
25.0,815,1456.021292
23.0,795,1463.976813
20.0,772,1471.737659
20.0,824,1480.003606
18.0,642,1486.082718
23.0,745,1533.319681
20.0,714,1540.328869
22.0,814,1548.534974
12.0,616,1554.353879
16.0,605,1560.291213
23.0,899,1569.280585
17.0,659,1575.575309
24.0,814,1583.705203
30.0,949,1593.256363
24.0,934,1602.672939
33.0,1004,1612.694548
18.0,681,1659.439112
26.0,812,1667.28069
26.0,829,1675.351751
22.0,752,1682.687227
20.0,843,1690.78426
18.0,698,1697.558206
31.0,1052,1708.137563
36.0,1118,1719.244273
25.0,862,1727.690438
21.0,811,1735.875106
19.0,746,1743.329327
29.0,999,1793.769451
24.0,808,1801.891976
20.0,761,1809.392154
16.0,650,1815.593958
27.0,929,1824.669335
27.0,1030,1834.893633
23.0,890,1843.734266
23.0,920,1852.85116
29.0,1000,1862.684814
22.0,852,1871.150995
35.0,1028,1923.365409
28.0,1099,1934.476361
37.0,1071,1945.338238
27.0,915,1954.625235
32.0,1184,1966.676378
29.0,1053,1976.676055
25.0,971,1986.222906
27.0,829,1994.261703
29.0,988,2044.823314
19.0,781,2052.19064
15.0,620,2058.164134
18.0,562,2063.76182
34.0,975,2073.495463
11.0,551,2078.794319
37.0,1167,2090.536189
20.0,769,2098.25184
12.0,648,2104.396951
40.0,1208,2116.563632
25.0,906,2125.576923
5.0,332,2128.342938
32.0,1046,2179.154803
39.0,1089,2190.286283
30.0,949,2199.796341
12.0,588,2205.386718
20.0,791,2213.127344
27.0,836,2221.513046
33.0,1072,2232.063592
33.0,1060,2242.614815
33.0,1017,2252.665308
30.0,948,2302.176343
39.0,1047,2312.595623
35.0,970,2322.075566
20.0,792,2330.09039
24.0,838,2338.215887
39.0,1082,2348.685359
27.0,890,2357.239315
19.0,727,2364.266497
40.0,964,2373.717685
39.0,1065,2384.233117
43.0,1146,2436.269162
34.0,1036,2446.418941
26.0,873,2455.008038
36.0,1100,2465.856826
42.0,1024,2475.850744
15.0,634,2481.848551
30.0,865,2490.205902
25.0,929,2499.271806
41.0,1098,2510.213549
31.0,912,2558.631941
18.0,588,2564.329582
31.0,913,2573.303528
39.0,1119,2584.469168
35.0,965,2593.955172
32.0,958,2603.390934
31.0,891,2612.152143
32.0,1109,2623.05219
44.0,1185,2635.155196
21.0,842,2682.856639
8.0,466,2687.098877
25.0,838,2695.31693
38.0,943,2704.992198
16.0,563,2710.158332
23.0,784,2718.140131
6.0,390,2721.638867
14.0,642,2728.007684
19.0,646,2734.414759
28.0,830,2742.648996
35.0,971,2752.596969
35.0,942,2762.227022
39.0,1072,2812.591633
40.0,955,2822.21126
43.0,1154,2833.680418
54.0,1202,2845.699334
32.0,834,2853.950413
4.0,342,2856.765573
31.0,814,2864.566406
38.0,1044,2874.994196
12.0,580,2880.532629
43.0,959,2890.117911
10.0,505,2894.901946
43.0,1007,2944.278265
48.0,1177,2955.783859
15.0,620,2961.502427
49.0,1057,2972.060697
61.0,1359,2985.636594
38.0,988,2995.454704
45.0,1142,3006.625489
55.0,1152,3017.959204
68.0,1226,3072.39974
48.0,1149,3083.961761
31.0,906,3092.692423
44.0,1146,3104.066312
25.0,950,3113.308682
53.0,1242,3125.625775
3.0,252,3127.634987
61.0,1080,3138.332687
73.0,1262,3150.952571
58.0,1203,3201.701594
56.0,1257,3214.357265
51.0,1167,3226.039946
55.0,1170,3237.597787
16.0,635,3243.620002
47.0,1108,3254.559178
53.0,1176,3266.093975
50.0,1094,3318.011645
48.0,1088,3328.736267
48.0,1109,3339.832957
61.0,1308,3352.79744
50.0,1063,3363.553026
52.0,1239,3375.784465
62.0,1354,3389.795961
50.0,1119,3400.919474
49.0,1074,3453.804991
14.0,518,3458.536983
45.0,998,3468.652816
5.0,391,3472.04151
53.0,1167,3484.112558
47.0,1024,3494.432495
14.0,685,3501.158812
12.0,501,3506.290181
76.0,1446,3520.634517
60.0,1152,3532.349595
22.0,799,3581.805866
18.0,787,3589.18111
49.0,1187,3600.847866
61.0,1136,3612.274915
78.0,1440,3626.895862
53.0,1280,3639.745781
79.0,1335,3653.407066
21.0,757,3660.676908
58.0,1238,3715.188133
71.0,1254,3728.108606
17.0,649,3734.341697
74.0,1357,3748.34172
7.0,421,3752.102531
60.0,1174,3763.776507
17.0,594,3769.434086
61.0,1234,3781.42696
69.0,1343,3835.837492
70.0,1321,3849.069426
65.0,1254,3861.502407
74.0,1366,3875.007179
61.0,1271,3887.636721
78.0,1501,3902.801683
12.0,512,3907.469131
9.0,446,3911.218996
59.0,1133,3963.427007
53.0,1034,3973.597245
17.0,712,3980.661583
23.0,735,3987.731323
12.0,523,3992.771152
15.0,690,3999.370901
23.0,850,4007.513915
19.0,652,4013.726201
22.0,762,4021.319754
15.0,742,4028.398949
64.0,1341,4041.805094
53.0,1176,4094.424268
