#{"t_start": 1713771305.438327, "env_id": "BreakoutDeterministic-v4"}
r,l,t
25.0,860,3267.45343
26.0,913,3276.615518
47.0,1063,3327.993448
10.0,510,3332.963666
43.0,983,3342.756584
22.0,690,3349.374512
50.0,1037,3359.691242
51.0,1120,3370.905189
8.0,478,3375.321278
53.0,1080,3386.349874
9.0,506,3391.149663
49.0,1084,3401.967666
20.0,838,3452.274445
18.0,746,3459.467733
54.0,1255,3472.167876
22.0,826,3480.390965
9.0,499,3484.899504
9.0,597,3490.410612
56.0,1236,3503.34925
19.0,744,3510.716933
55.0,1287,3523.672804
50.0,1086,3534.650122
52.0,1156,3587.697519
61.0,1289,3600.437688
63.0,1244,3613.143995
63.0,1250,3625.657871
10.0,557,3630.663048
13.0,641,3636.709414
59.0,1133,3648.244782
47.0,1104,3659.334917
71.0,1457,3716.113593
72.0,1419,3730.588892
63.0,1188,3742.553135
24.0,734,3750.032845
73.0,1438,3764.492908
13.0,654,3770.730468
74.0,1390,3784.524032
66.0,1260,3837.979831
14.0,581,3843.423392
65.0,1288,3856.290634
18.0,664,3862.617702
73.0,1474,3877.148136
63.0,1272,3889.777104
31.0,869,3898.092139
15.0,561,3903.153093
71.0,1350,3916.253097
70.0,1195,3969.194527
23.0,784,3976.907098
28.0,866,3985.439788
19.0,642,3991.679448
19.0,659,3998.044471
67.0,1353,4011.620017
13.0,589,4017.168801
70.0,1271,4029.991652
13.0,642,4035.840967
12.0,604,4041.45082
18.0,652,4047.800257
13.0,554,4093.442849
