#{"t_start": 1713771306.690852, "env_id": "BreakoutDeterministic-v4"}
r,l,t
23.0,851,1060.479872
25.0,760,1067.939567
18.0,723,1075.054256
27.0,720,1082.190832
15.0,632,1088.172816
17.0,713,1095.310721
18.0,603,1101.165891
22.0,914,1150.011495
16.0,632,1156.004354
17.0,663,1162.449065
22.0,904,1171.594318
26.0,820,1179.701964
21.0,749,1186.914326
11.0,548,1192.045927
27.0,875,1200.81424
17.0,685,1207.294724
26.0,688,1213.942554
18.0,720,1220.903512
27.0,833,1229.055833
17.0,650,1276.604284
25.0,898,1285.362896
19.0,808,1293.526931
24.0,872,1302.179925
24.0,916,1311.291455
19.0,740,1318.53738
16.0,694,1325.038068
20.0,822,1333.067451
20.0,837,1341.345925
21.0,738,1348.757822
17.0,552,1353.895684
21.0,798,1401.284288
22.0,862,1409.681799
24.0,777,1417.380533
19.0,735,1424.471487
18.0,698,1431.369287
26.0,883,1440.275079
21.0,786,1448.067079
15.0,615,1454.170747
17.0,670,1460.723697
24.0,819,1468.85499
18.0,746,1476.19171
19.0,755,1483.574605
27.0,917,1532.664976
22.0,863,1541.309291
23.0,820,1549.573608
20.0,778,1557.180996
19.0,726,1564.499209
30.0,958,1574.105457
20.0,794,1582.095181
19.0,704,1588.872722
24.0,848,1597.393035
29.0,782,1605.086194
28.0,835,1613.448443
33.0,966,1663.104568
31.0,879,1671.849411
26.0,945,1681.106973
21.0,742,1688.369902
38.0,997,1698.342501
26.0,955,1707.854307
26.0,905,1716.873883
30.0,999,1726.798577
21.0,840,1735.269645
23.0,903,1744.440987
32.0,945,1794.474492
28.0,994,1804.349694
30.0,970,1814.180236
23.0,930,1823.376251
26.0,1013,1833.618885
29.0,945,1842.915646
23.0,801,1850.765289
25.0,898,1859.484099
31.0,962,1869.097646
31.0,921,1919.933853
39.0,1019,1930.015109
25.0,985,1939.941956
37.0,1134,1951.495611
29.0,1136,1963.039026
25.0,620,1969.150481
27.0,1012,1978.802482
32.0,1126,1990.01848
17.0,661,1996.509111
24.0,887,2045.748001
25.0,871,2054.247852
32.0,936,2063.60134
29.0,834,2071.709492
22.0,882,2080.265903
30.0,882,2088.986696
20.0,755,2096.59819
7.0,392,2100.063706
30.0,1074,2110.797015
26.0,947,2120.34381
27.0,844,2128.720456
32.0,1116,2180.467384
45.0,1133,2191.938265
23.0,957,2201.518517
24.0,873,2210.358871
35.0,1168,2222.346685
41.0,1006,2232.26212
28.0,978,2242.007736
31.0,910,2250.890938
26.0,940,2300.404829
39.0,1035,2310.395849
35.0,1003,2320.471802
37.0,1097,2331.457155
38.0,1149,2342.72198
42.0,1162,2354.324908
12.0,591,2359.935345
20.0,785,2367.456375
32.0,1154,2378.899878
43.0,1029,2429.832243
38.0,1068,2440.207567
34.0,920,2449.445884
28.0,919,2458.409723
29.0,963,2467.809034
44.0,1106,2478.672939
41.0,1110,2489.718513
31.0,1110,2500.679157
16.0,628,2506.712765
38.0,1021,2556.297888
50.0,1056,2566.824914
29.0,1000,2576.486595
38.0,1087,2587.081625
50.0,1122,2598.369511
37.0,1090,2609.149307
37.0,915,2618.09291
19.0,795,2625.795669
40.0,1015,2635.994454
36.0,989,2685.264868
6.0,375,2688.619552
19.0,625,2694.714618
44.0,1049,2705.386961
14.0,611,2711.135831
22.0,707,2718.363797
28.0,998,2728.566399
31.0,907,2737.780726
8.0,457,2741.972687
5.0,332,2744.982203
14.0,489,2749.60251
9.0,518,2754.559085
5.0,348,2757.490787
5.0,316,2760.294932
6.0,376,2763.774225
11.0,473,2768.465372
32.0,822,2815.90865
53.0,1251,2828.511277
15.0,641,2834.757842
32.0,914,2843.817017
14.0,578,2849.509449
45.0,1039,2859.822616
52.0,1204,2872.074663
4.0,340,2874.958524
12.0,653,2881.412289
17.0,765,2888.747354
10.0,529,2893.673062
22.0,664,2939.410556
57.0,1114,2950.431439
47.0,1037,2960.685075
54.0,1103,2971.569462
39.0,1090,2982.201505
49.0,1138,2993.426404
67.0,1403,3007.58403
42.0,1054,3017.87919
58.0,1352,3073.633341
41.0,979,3083.193746
48.0,1184,3095.017969
64.0,1329,3108.346814
19.0,651,3114.552718
51.0,1133,3125.86851
52.0,1084,3136.574311
74.0,1443,3190.481444
48.0,1035,3200.352156
42.0,973,3209.940068
21.0,717,3216.651168
63.0,1263,3229.155051
46.0,1060,3239.565181
59.0,1201,3251.461449
54.0,1219,3263.452219
57.0,1165,3275.107108
51.0,1173,3327.603587
45.0,1062,3338.154562
15.0,497,3342.882487
18.0,608,3348.62167
53.0,1098,3359.496855
57.0,1196,3371.461321
19.0,682,3378.042771
50.0,1107,3389.317926
54.0,1137,3400.920303
48.0,1123,3454.582045
17.0,684,3461.140023
11.0,467,3465.579343
13.0,563,3470.797729
64.0,1234,3483.542267
14.0,585,3489.044569
13.0,539,3494.271929
15.0,632,3500.551648
11.0,512,3505.509364
55.0,1278,3518.341331
11.0,454,3522.769763
7.0,437,3526.634667
11.0,607,3532.174778
54.0,1084,3584.492033
61.0,1249,3596.881201
65.0,1168,3608.588439
61.0,1245,3621.353737
26.0,851,3629.37802
8.0,503,3633.970602
60.0,1170,3645.798215
15.0,546,3651.044162
65.0,1193,3662.879569
74.0,1371,3718.855962
68.0,1250,3731.725785
79.0,1332,3745.307595
61.0,1218,3757.754836
65.0,1256,3770.093862
64.0,1236,3782.235735
14.0,588,3787.710784
72.0,1397,3842.403172
11.0,582,3847.886688
68.0,1381,3861.93562
12.0,628,3867.786981
79.0,1332,3880.82169
19.0,595,3886.204503
9.0,406,3889.720587
77.0,1327,3902.881939
73.0,1262,3914.934304
62.0,1277,3968.953973
14.0,564,3974.457181
15.0,620,3980.257461
69.0,1147,3992.000813
22.0,821,4000.165122
33.0,860,4008.456726
23.0,696,4015.036438
63.0,1277,4028.114064
65.0,1253,4040.542962
79.0,1360,4094.857339
