#{"t_start": 1713771306.8165581, "env_id": "BreakoutDeterministic-v4"}
r,l,t
5.0,338,606.937821
12.0,512,611.787942
5.0,314,614.666482
15.0,633,620.96414
12.0,538,626.07564
16.0,627,632.143156
14.0,539,637.23785
16.0,574,642.794776
12.0,669,649.675836
21.0,642,655.879214
6.0,397,659.55614
9.0,478,664.083708
16.0,609,670.150898
5.0,353,673.433466
13.0,564,679.107478
10.0,451,683.417598
14.0,644,690.091928
11.0,496,694.831741
12.0,542,748.523178
8.0,494,753.120553
17.0,619,759.298326
15.0,578,764.993889
11.0,454,769.283448
20.0,598,775.381253
18.0,660,782.044835
20.0,801,789.99234
13.0,526,795.046619
19.0,691,802.042484
16.0,692,809.133677
16.0,571,814.657326
21.0,694,821.536761
12.0,640,827.907527
27.0,733,835.461725
16.0,569,882.171744
25.0,648,888.677923
21.0,842,897.290193
24.0,725,904.507617
25.0,661,911.015785
15.0,738,918.634695
23.0,797,926.744538
14.0,607,932.927993
12.0,574,938.633744
13.0,668,945.30351
26.0,713,952.362991
25.0,811,960.339899
19.0,690,967.211752
24.0,767,1016.848355
16.0,610,1022.733561
23.0,693,1029.610214
10.0,614,1035.404764
19.0,745,1042.576217
20.0,638,1048.806273
13.0,671,1055.143154
23.0,823,1063.454276
19.0,647,1069.731511
22.0,865,1078.52939
31.0,892,1087.239351
24.0,752,1094.600939
27.0,722,1141.594409
23.0,789,1149.192822
17.0,704,1156.097925
20.0,667,1162.498555
24.0,820,1170.621168
20.0,657,1177.129146
24.0,788,1185.001938
34.0,894,1194.085426
21.0,847,1202.520163
15.0,559,1207.890084
30.0,912,1217.039969
27.0,924,1226.214337
29.0,914,1276.661356
20.0,785,1284.400342
27.0,886,1293.329154
25.0,913,1302.274676
26.0,941,1311.705219
17.0,738,1318.784544
30.0,890,1327.649693
25.0,809,1335.884383
22.0,756,1343.246044
20.0,780,1351.146744
28.0,926,1400.120707
18.0,761,1407.587505
16.0,663,1413.956733
23.0,783,1421.763548
26.0,802,1429.718104
25.0,841,1438.040098
18.0,716,1445.137336
17.0,701,1451.956769
19.0,795,1459.73078
22.0,793,1467.504909
15.0,562,1472.926728
22.0,780,1480.490507
20.0,674,1487.026453
19.0,778,1534.836805
20.0,782,1542.738724
22.0,858,1551.223473
26.0,907,1560.26615
31.0,1076,1571.290945
16.0,631,1577.293044
22.0,780,1585.011289
21.0,859,1593.465631
19.0,792,1601.233568
19.0,712,1608.225641
21.0,805,1616.028603
29.0,967,1665.460212
22.0,883,1674.133126
23.0,958,1683.565687
20.0,828,1691.506821
24.0,817,1699.469366
19.0,739,1706.774693
21.0,834,1715.107431
34.0,1141,1726.454258
23.0,826,1734.641586
24.0,873,1743.495018
32.0,1049,1794.545491
27.0,949,1804.060473
19.0,769,1811.376973
23.0,907,1820.511336
24.0,964,1829.873121
32.0,984,1839.593492
35.0,941,1848.912395
22.0,893,1857.762832
24.0,828,1865.82716
23.0,785,1915.471603
33.0,892,1923.951542
29.0,971,1933.741865
21.0,833,1941.950625
31.0,853,1950.405976
21.0,853,1958.833224
38.0,1077,1969.510101
33.0,1140,1980.449439
33.0,1029,1990.677747
28.0,993,2000.648743
44.0,1259,2053.628342
22.0,883,2062.338113
17.0,621,2068.410691
19.0,739,2075.779266
22.0,879,2084.411876
34.0,1156,2095.967928
29.0,1085,2106.6984
11.0,567,2111.985373
13.0,622,2117.939709
26.0,928,2127.139133
21.0,815,2175.33359
33.0,1026,2185.795786
22.0,845,2194.20762
29.0,984,2204.257601
20.0,861,2212.750966
28.0,956,2222.394382
42.0,1269,2234.955172
6.0,394,2238.312995
20.0,777,2245.787411
39.0,1123,2256.992351
35.0,870,2305.55572
27.0,862,2314.065439
37.0,1100,2324.84928
27.0,882,2333.471241
36.0,1118,2344.498875
36.0,1069,2354.932013
33.0,1000,2364.815316
30.0,926,2373.823791
37.0,1077,2384.308647
38.0,959,2434.22991
32.0,999,2444.055872
32.0,1083,2454.971851
40.0,949,2464.172158
19.0,758,2471.550872
32.0,1121,2482.554902
43.0,1167,2494.180101
36.0,1123,2505.257154
45.0,1027,2554.913716
42.0,1100,2565.682497
40.0,1046,2575.890572
34.0,1047,2586.20697
27.0,768,2593.496282
50.0,1101,2604.168764
37.0,1199,2616.191503
33.0,854,2624.46331
35.0,962,2633.874938
31.0,909,2682.1014
33.0,862,2690.855523
8.0,456,2695.213421
11.0,582,2700.911473
48.0,1235,2713.418241
28.0,800,2721.35166
46.0,1088,2732.782575
10.0,490,2737.433647
40.0,1041,2747.896373
6.0,418,2751.859537
12.0,566,2757.04562
18.0,620,2763.065945
5.0,382,2766.703077
1.0,219,2768.29021
42.0,1060,2818.401121
37.0,1077,2829.120774
37.0,1032,2839.549069
60.0,1284,2852.62295
13.0,685,2859.120309
57.0,1197,2871.322531
46.0,1164,2883.119996
7.0,474,2887.441728
8.0,490,2892.018557
55.0,1089,2942.528912
44.0,1155,2953.785077
61.0,1311,2967.056543
44.0,1029,2977.109298
56.0,1229,2989.139126
57.0,1230,3001.386617
51.0,1129,3012.805537
49.0,1063,3065.132292
41.0,943,3074.896998
49.0,1192,3086.39407
62.0,1327,3099.82856
58.0,1260,3112.194254
57.0,1174,3123.873269
67.0,1316,3137.071646
47.0,1137,3148.293293
19.0,678,3193.725515
60.0,1235,3205.87462
58.0,1290,3218.825318
76.0,1359,3232.343561
44.0,1012,3242.379651
53.0,1117,3253.433811
66.0,1199,3265.404292
58.0,1292,3319.168465
11.0,575,3324.400756
20.0,766,3332.202767
51.0,1117,3343.229158
53.0,1006,3353.202054
11.0,577,3358.590259
11.0,473,3362.85216
62.0,1310,3376.052249
49.0,1089,3387.120115
49.0,1075,3397.980414
45.0,1022,3450.277769
56.0,1153,3462.066089
14.0,590,3467.573053
13.0,561,3472.851145
12.0,536,3477.836216
11.0,496,3482.556812
53.0,1240,3495.110532
12.0,596,3500.994289
4.0,310,3504.004566
56.0,1141,3515.253436
13.0,633,3521.405077
16.0,590,3527.136104
62.0,1155,3580.3441
58.0,1234,3592.516597
12.0,564,3597.714957
71.0,1288,3610.766988
58.0,1225,3623.106558
24.0,718,3629.710099
50.0,1042,3640.125776
6.0,371,3643.316067
61.0,1264,3656.045228
63.0,1356,3711.78977
45.0,1084,3722.642856
78.0,1304,3735.95716
9.0,504,3740.588241
13.0,556,3746.169095
10.0,560,3751.485346
68.0,1336,3764.597091
10.0,538,3769.628687
75.0,1440,3783.956321
75.0,1319,3837.860851
73.0,1446,3852.389641
68.0,1255,3864.942909
75.0,1294,3877.731885
83.0,1437,3892.097488
78.0,1543,3907.502944
71.0,1265,3961.1285
64.0,1164,3972.602917
15.0,691,3979.217454
27.0,871,3987.809356
9.0,477,3992.206824
19.0,645,3998.325105
19.0,667,4004.554636
66.0,1187,4016.405255
27.0,739,4023.679075
14.0,662,4029.950109
53.0,1009,4039.830769
15.0,608,4045.697183
26.0,915,4095.010002
