#{"t_start": 1713771306.3126822, "env_id": "BreakoutDeterministic-v4"}
r,l,t
27.0,1007,2213.71996
32.0,1038,2224.063346
21.0,776,2231.642801
29.0,1017,2241.83321
31.0,955,2251.242301
20.0,786,2258.777452
22.0,850,2307.178587
43.0,1089,2318.061974
28.0,904,2327.015162
24.0,889,2335.730465
36.0,1153,2347.040411
26.0,913,2356.013128
38.0,1043,2366.518795
38.0,1202,2378.505719
33.0,1157,2430.573696
34.0,1063,2441.052721
32.0,1011,2451.245662
35.0,1084,2461.803046
29.0,1012,2471.61147
35.0,964,2481.133167
29.0,935,2490.471892
42.0,1145,2501.684192
35.0,972,2511.188834
41.0,944,2560.000309
30.0,863,2568.64734
56.0,1189,2580.552789
40.0,1026,2590.74665
43.0,1203,2602.488571
42.0,1032,2612.539422
44.0,1122,2623.640912
27.0,771,2631.079983
40.0,1145,2682.04701
33.0,897,2691.041437
35.0,915,2700.472578
37.0,1010,2710.601515
8.0,470,2714.952216
7.0,450,2719.012263
5.0,360,2722.088106
12.0,496,2726.892022
10.0,446,2731.286595
45.0,1001,2741.395521
0.0,177,2742.532269
26.0,902,2751.580358
5.0,344,2754.684853
33.0,898,2763.77835
66.0,1392,2817.632693
3.0,272,2819.811749
42.0,1112,2830.995435
41.0,1056,2841.35377
54.0,1080,2852.312997
41.0,994,2862.386842
37.0,910,2871.525275
53.0,1227,2883.957908
9.0,541,2888.973819
15.0,622,2895.041957
45.0,1126,2945.634229
68.0,1306,2958.534687
49.0,1102,2969.427288
41.0,1179,2980.999675
53.0,1237,2993.199973
39.0,1057,3003.676858
48.0,1156,3015.18577
45.0,1039,3067.076157
6.0,398,3070.976216
22.0,875,3079.641501
57.0,1332,3092.88848
47.0,1193,3104.737486
61.0,1300,3117.513996
53.0,1168,3129.098879
57.0,1165,3140.550713
50.0,1065,3190.580328
63.0,1277,3202.784155
63.0,1230,3215.01876
18.0,669,3221.396196
12.0,507,3225.855004
49.0,1074,3236.454344
43.0,987,3246.164127
54.0,1106,3257.16896
47.0,1060,3267.651495
25.0,749,3275.089683
19.0,617,3321.540429
53.0,1146,3333.285138
55.0,1165,3344.808175
48.0,1046,3355.002229
47.0,1133,3366.279804
44.0,961,3375.852099
7.0,433,3379.704032
46.0,1043,3390.200357
54.0,1170,3402.132139
55.0,1184,3456.40105
21.0,732,3463.798002
60.0,1275,3476.930845
15.0,574,3482.466863
54.0,1123,3493.934087
70.0,1268,3507.398742
48.0,1147,3518.620198
7.0,449,3522.825868
12.0,499,3527.540599
56.0,1145,3580.578469
16.0,652,3586.569247
69.0,1341,3599.923934
61.0,1387,3614.093043
7.0,426,3617.804559
61.0,1230,3629.978431
48.0,1102,3640.959304
11.0,486,3645.496272
6.0,384,3648.955297
18.0,661,3655.328696
63.0,1354,3710.861737
62.0,1252,3723.447361
21.0,696,3730.256211
59.0,1153,3741.582729
67.0,1318,3755.049901
14.0,685,3761.467601
5.0,370,3764.634748
75.0,1376,3778.195786
63.0,1285,3791.020423
64.0,1352,3845.50788
60.0,1152,3856.921326
73.0,1273,3869.669474
72.0,1313,3882.574283
70.0,1316,3895.709502
79.0,1465,3910.289417
67.0,1290,3964.154012
16.0,610,3970.087372
64.0,1372,3983.917546
59.0,1142,3995.504976
16.0,551,4000.707934
31.0,835,4008.699967
19.0,746,4015.848044
15.0,627,4021.863235
64.0,1223,4033.869742
63.0,1247,4046.451594
24.0,743,4094.085621
