#{"t_start": 1713771306.056038, "env_id": "BreakoutDeterministic-v4"}
r,l,t
28.0,827,1282.403609
24.0,853,1290.875587
24.0,830,1299.230442
25.0,809,1307.308157
17.0,637,1313.535967
15.0,564,1318.982054
20.0,675,1325.403899
39.0,1010,1335.587666
21.0,809,1343.665743
23.0,772,1351.502983
17.0,660,1357.874402
16.0,621,1403.337565
16.0,660,1409.755306
23.0,770,1417.380185
22.0,855,1425.766631
24.0,886,1434.626314
20.0,689,1441.38346
28.0,861,1450.035376
18.0,716,1457.064542
25.0,867,1465.644837
21.0,820,1473.899212
17.0,660,1480.203591
25.0,821,1488.481196
23.0,754,1536.084678
23.0,809,1544.229323
24.0,924,1553.38623
24.0,844,1561.686897
36.0,990,1571.556724
26.0,801,1579.446193
23.0,919,1588.683674
27.0,872,1597.183002
22.0,874,1605.790768
22.0,800,1613.575987
21.0,726,1660.807378
20.0,758,1667.909214
21.0,734,1674.86637
23.0,802,1682.664323
25.0,862,1690.956911
16.0,641,1697.003788
21.0,839,1705.266327
32.0,1209,1717.748219
21.0,809,1725.665951
17.0,697,1732.430741
18.0,720,1739.527037
29.0,821,1788.242202
23.0,930,1797.15848
24.0,939,1806.676687
23.0,951,1816.12415
28.0,856,1824.583005
20.0,785,1832.225545
25.0,766,1839.713027
35.0,905,1848.860874
30.0,996,1858.854238
25.0,943,1868.263881
32.0,878,1918.731242
17.0,666,1925.032971
23.0,913,1934.090237
27.0,855,1942.648671
36.0,1175,1954.809643
31.0,1097,1965.975683
30.0,985,1975.498483
34.0,1015,1985.375223
30.0,986,1995.25684
32.0,1050,2046.316983
28.0,978,2056.00397
6.0,404,2059.520182
34.0,1067,2070.413628
27.0,1085,2081.234285
31.0,1012,2091.419303
13.0,646,2097.709142
18.0,737,2104.782835
5.0,322,2107.672523
25.0,926,2116.774588
26.0,1020,2126.884979
43.0,1317,2180.571285
40.0,1183,2192.710599
27.0,933,2202.129624
29.0,1040,2212.735637
25.0,918,2221.777005
24.0,888,2230.289588
25.0,864,2238.912303
38.0,1166,2250.642648
35.0,945,2300.323363
20.0,758,2307.698115
33.0,1068,2318.404501
36.0,1161,2330.026181
39.0,1031,2340.176067
25.0,944,2349.400673
35.0,1070,2359.734728
33.0,974,2369.369388
31.0,922,2378.376659
26.0,864,2386.761373
30.0,884,2435.885108
51.0,1094,2446.842628
35.0,990,2456.793291
37.0,1054,2467.161991
35.0,864,2475.504536
31.0,935,2484.624124
24.0,778,2492.245093
35.0,978,2501.795198
12.0,506,2506.391728
19.0,664,2512.675742
41.0,1039,2562.406402
41.0,949,2571.834105
33.0,909,2580.680514
45.0,967,2590.170097
27.0,906,2598.941623
37.0,903,2607.841721
26.0,740,2615.013115
27.0,751,2622.258796
37.0,1109,2633.469437
33.0,870,2681.315376
10.0,519,2686.347877
11.0,559,2691.540115
9.0,471,2696.059208
36.0,1010,2706.121221
29.0,834,2714.639663
3.0,294,2717.042937
5.0,361,2720.204401
7.0,403,2723.91303
3.0,282,2726.173409
20.0,774,2734.021706
17.0,544,2739.245575
27.0,784,2746.946249
11.0,533,2752.2087
32.0,867,2760.897901
20.0,718,2768.092552
12.0,614,2813.205954
45.0,1210,2825.483772
41.0,1002,2835.553987
5.0,338,2838.563339
40.0,1004,2848.514657
49.0,1186,2860.384017
7.0,442,2864.248684
13.0,553,2869.428264
43.0,1099,2880.493002
52.0,1212,2892.858481
26.0,888,2941.190409
70.0,1280,2953.893528
53.0,1095,2964.896372
12.0,603,2970.566277
41.0,1076,2980.988154
46.0,1097,2991.566961
54.0,1151,3003.139989
42.0,959,3012.59359
56.0,1146,3065.699605
60.0,1168,3077.890209
71.0,1199,3089.704531
64.0,1311,3102.889897
52.0,1170,3114.581986
57.0,1251,3127.054646
16.0,695,3133.758824
53.0,1206,3145.497081
56.0,1192,3196.46115
56.0,1121,3207.563144
45.0,990,3217.328578
20.0,849,3225.509591
56.0,1171,3237.254241
59.0,1245,3249.325112
53.0,1134,3260.532449
63.0,1204,3272.741194
46.0,1086,3324.179512
20.0,653,3330.546528
51.0,1079,3341.336074
46.0,1065,3351.915187
17.0,684,3358.524996
67.0,1441,3372.931217
44.0,1037,3383.239691
51.0,1071,3394.192133
8.0,427,3398.174826
52.0,1293,3453.501858
17.0,604,3459.28024
8.0,436,3463.304683
17.0,667,3469.55348
7.0,459,3474.018852
59.0,1213,3486.403949
47.0,1143,3497.891226
60.0,1146,3509.946038
60.0,1229,3522.400264
9.0,420,3526.482999
13.0,671,3532.780853
66.0,1497,3589.513871
71.0,1320,3602.522322
65.0,1287,3615.547557
54.0,1253,3627.876086
64.0,1239,3640.381615
13.0,552,3645.495774
64.0,1263,3658.33083
67.0,1356,3714.081465
61.0,1237,3726.47187
77.0,1417,3741.027052
10.0,508,3745.833992
58.0,1239,3758.440919
65.0,1225,3770.702188
59.0,1288,3783.390536
67.0,1253,3836.779971
65.0,1355,3850.423607
70.0,1359,3864.133474
68.0,1224,3876.272083
68.0,1245,3888.587312
67.0,1328,3901.665563
64.0,1206,3913.507487
74.0,1423,3968.855459
58.0,1287,3981.921132
71.0,1383,3995.993887
24.0,734,4002.98285
74.0,1388,4016.932386
19.0,673,4023.441854
71.0,1241,4035.585612
23.0,853,4044.076492
12.0,579,4090.550977
