start_episode,end_episode,average_time_steps,average_score,high_score,start_eps,end_eps
1481,1490,321,5.2,9.0,0.1083,0.1068
1491,1500,389,5.8,8.0,0.1067,0.1052
1401,1500,324,5.52,12.0,0.1221,0.1052
1501,1510,363,8.3,12.0,0.1051,0.1037
1511,1520,417,9.1,13.0,0.1035,0.1021
1521,1530,373,6.2,10.0,0.102,0.1006
1531,1540,425,9.3,13.0,0.1004,0.0991
1541,1550,445,9.8,13.0,0.0989,0.0976
1551,1560,456,10.4,13.0,0.0975,0.0962
1561,1570,469,10.7,14.0,0.096,0.0947
1571,1580,479,10.6,14.0,0.0946,0.0933
1581,1590,466,11.3,15.0,0.0932,0.0919
1591,1600,450,10.7,17.0,0.0918,0.0906
1501,1600,434,9.64,17.0,0.1051,0.0906
1601,1610,438,10.1,17.0,0.0904,0.0892
1611,1620,452,10.4,14.0,0.0891,0.0879
1621,1630,497,13.0,18.0,0.0877,0.0866
1631,1640,493,13.4,25.0,0.0864,0.0853
1641,1650,467,11.2,16.0,0.0851,0.084
1651,1660,485,11.1,13.0,0.0839,0.0828
1661,1670,499,11.5,14.0,0.0826,0.0815
1671,1680,496,12.2,16.0,0.0814,0.0803
1681,1690,466,11.7,17.0,0.0802,0.0791
1691,1700,499,12.0,15.0,0.079,0.0779
1601,1700,479,11.66,25.0,0.0904,0.0779
1701,1710,489,11.0,14.0,0.0778,0.0768
1711,1720,484,11.3,14.0,0.0767,0.0756
1721,1730,481,12.6,19.0,0.0755,0.0745
1731,1740,484,11.8,14.0,0.0744,0.0734
1741,1750,486,12.5,16.0,0.0733,0.0723
1751,1760,499,11.7,15.0,0.0722,0.0712
1761,1770,495,12.3,18.0,0.0711,0.0702
1771,1780,499,14.4,18.0,0.0701,0.0691
1781,1790,499,12.8,15.0,0.069,0.0681
1791,1800,495,11.4,16.0,0.068,0.0671
1701,1800,491,12.18,19.0,0.0778,0.0671
1801,1810,495,11.8,16.0,0.067,0.0661
1811,1820,499,12.6,20.0,0.066,0.0651
1821,1830,495,11.3,15.0,0.065,0.0641
1831,1840,499,12.7,18.0,0.064,0.0632
1841,1850,499,12.4,17.0,0.0631,0.0622
1851,1860,497,11.7,14.0,0.0621,0.0613
1861,1870,487,11.6,16.0,0.0612,0.0604
1871,1880,489,12.0,16.0,0.0603,0.0595
1881,1890,494,9.7,14.0,0.0594,0.0586
1891,1900,476,9.9,12.0,0.0585,0.0577
1801,1900,493,11.57,20.0,0.067,0.0577
1901,1910,494,12.1,15.0,0.0576,0.0569
1911,1920,493,12.0,14.0,0.0568,0.056
1921,1930,499,12.6,16.0,0.0559,0.0552
1931,1940,499,12.3,14.0,0.0551,0.0544
1941,1950,499,12.2,15.0,0.0543,0.0535
1951,1960,499,12.1,15.0,0.0535,0.0527
1961,1970,497,12.4,16.0,0.0527,0.052
1971,1980,499,12.4,15.0,0.0519,0.0512
1981,1990,496,11.2,14.0,0.0511,0.0504
1991,2000,499,12.8,16.0,0.0504,0.0497
1901,2000,497,12.21,16.0,0.0576,0.0497
2001,2010,499,11.5,16.0,0.0496,0.0489
2011,2020,499,12.3,17.0,0.0489,0.0482
2021,2030,474,9.5,12.0,0.0481,0.0475
2031,2040,497,11.3,13.0,0.0474,0.0468
2041,2050,488,10.3,17.0,0.0467,0.0461
2051,2060,492,11.0,14.0,0.046,0.0454
2061,2070,499,12.5,16.0,0.0453,0.0447
2071,2080,499,11.3,13.0,0.0447,0.0441
2081,2090,499,11.3,14.0,0.044,0.0434
2091,2100,498,11.9,16.0,0.0433,0.0428
2001,2100,494,11.29,17.0,0.0496,0.0428
2101,2110,499,12.4,17.0,0.0427,0.0421
2111,2120,499,12.7,17.0,0.0421,0.0415
2121,2130,478,10.9,20.0,0.0414,0.0409
2131,2140,476,10.7,14.0,0.0408,0.0403
2141,2150,492,10.8,13.0,0.0402,0.0397
2151,2160,499,11.6,16.0,0.0396,0.0391
2161,2170,499,10.8,12.0,0.039,0.0385
2171,2180,499,11.0,16.0,0.0384,0.0379
2181,2190,499,11.1,15.0,0.0379,0.0373
2191,2200,477,8.3,11.0,0.0373,0.0368
2101,2200,491,11.03,20.0,0.0427,0.0368
2201,2210,499,9.2,11.0,0.0367,0.0362
2211,2220,499,11.4,17.0,0.0362,0.0357
2221,2230,499,9.9,12.0,0.0357,0.0352
2231,2240,489,11.3,16.0,0.0351,0.0346
2241,2250,499,10.6,14.0,0.0346,0.0341
2251,2260,483,9.1,14.0,0.0341,0.0336
2261,2270,497,11.6,15.0,0.0336,0.0331
2271,2280,481,11.6,18.0,0.0331,0.0326
2281,2290,490,9.8,13.0,0.0326,0.0321
2291,2300,499,10.1,12.0,0.0321,0.0317
2201,2300,493,10.46,18.0,0.0367,0.0317
2301,2310,481,10.9,16.0,0.0316,0.0312
2311,2320,499,11.9,14.0,0.0311,0.0307
2321,2330,495,10.9,14.0,0.0307,0.0303
2331,2340,494,11.2,16.0,0.0302,0.0298
2341,2350,499,10.5,12.0,0.0298,0.0294
2351,2360,498,10.8,16.0,0.0293,0.0289
2361,2370,499,10.5,12.0,0.0289,0.0285
2371,2380,499,12.1,18.0,0.0285,0.0281
2381,2390,499,12.9,17.0,0.028,0.0277
2391,2400,499,12.0,14.0,0.0276,0.0272
2301,2400,496,11.37,18.0,0.0316,0.0272
2401,2410,499,13.1,16.0,0.0272,0.0268
2411,2420,498,12.7,16.0,0.0268,0.0264
2421,2430,488,13.5,17.0,0.0264,0.0261
2431,2440,498,12.1,16.0,0.026,0.0257
2441,2450,499,12.8,16.0,0.0256,0.0253
2451,2460,499,11.9,14.0,0.0252,0.0249
2461,2470,499,12.7,19.0,0.0249,0.0245
2471,2480,499,12.7,18.0,0.0245,0.0242
2481,2490,499,14.0,19.0,0.0241,0.0238
2491,2500,493,12.6,14.0,0.0238,0.0235
2401,2500,497,12.81,19.0,0.0272,0.0235
2501,2510,499,13.7,16.0,0.0234,0.0231
2511,2520,499,14.7,18.0,0.0231,0.0228
2521,2530,499,12.1,15.0,0.0227,0.0224
2531,2540,495,11.2,13.0,0.0224,0.0221
2541,2550,499,12.5,16.0,0.0221,0.0218
2551,2560,499,13.6,17.0,0.0217,0.0214
2561,2570,499,13.1,16.0,0.0214,0.0211
2571,2580,499,13.5,17.0,0.0211,0.0208
2581,2590,499,13.8,21.0,0.0208,0.0205
2591,2600,499,12.5,17.0,0.0205,0.0202
2501,2600,498,13.07,21.0,0.0234,0.0202
2601,2610,499,13.4,17.0,0.0202,0.0199
2611,2620,499,12.5,14.0,0.0199,0.0196
2621,2630,499,13.2,17.0,0.0196,0.0193
2631,2640,499,14.0,17.0,0.0193,0.019
2641,2650,499,13.4,18.0,0.019,0.0187
2651,2660,498,13.2,20.0,0.0187,0.0184
2661,2670,499,13.0,17.0,0.0184,0.0182
2671,2680,499,13.5,16.0,0.0181,0.0179
2681,2690,499,12.5,15.0,0.0179,0.0176
2691,2700,499,14.3,17.0,0.0176,0.0174
2601,2700,498,13.3,20.0,0.0202,0.0174
2701,2710,499,13.9,18.0,0.0173,0.0171
2711,2720,499,13.4,17.0,0.0171,0.0169
2721,2730,499,13.3,17.0,0.0168,0.0166
2731,2740,499,12.5,17.0,0.0166,0.0164
2741,2750,499,12.7,14.0,0.0163,0.0161
2751,2760,499,13.3,18.0,0.0161,0.0159
2761,2770,499,13.1,18.0,0.0158,0.0156
2771,2780,499,12.9,14.0,0.0156,0.0154
2781,2790,499,13.2,18.0,0.0154,0.0152
2791,2800,499,12.8,18.0,0.0152,0.0149
2701,2800,499,13.11,18.0,0.0173,0.0149
2801,2810,499,11.4,16.0,0.0149,0.0147
2811,2820,499,11.2,17.0,0.0147,0.0145
2821,2830,499,12.6,16.0,0.0145,0.0143
2831,2840,499,12.4,15.0,0.0143,0.0141
2841,2850,499,12.7,19.0,0.0141,0.0139
2851,2860,499,14.8,21.0,0.0138,0.0137
2861,2870,499,13.1,17.0,0.0136,0.0135
2871,2880,499,14.1,17.0,0.0134,0.0133
2881,2890,499,13.6,19.0,0.0132,0.0131
2891,2900,499,14.2,18.0,0.013,0.0129
2801,2900,499,13.01,21.0,0.0149,0.0129
2901,2910,499,13.7,20.0,0.0128,0.0127
2911,2920,499,14.7,17.0,0.0127,0.0125
2921,2930,499,12.7,20.0,0.0125,0.0123
2931,2940,499,10.9,15.0,0.0123,0.0121
2941,2950,499,13.8,18.0,0.0121,0.0119
2951,2960,499,12.2,13.0,0.0119,0.0118
2961,2970,499,13.9,20.0,0.0117,0.0116
2971,2980,499,11.4,15.0,0.0116,0.0114
2901,2984,498,13.11,20.0,0.0132,0.0114
