train/entropy_loss,train/n_updates,train/learning_rate,time/fps,train/policy_loss,train/explained_variance,train/value_loss,time/time_elapsed,time/total_timesteps,time/iterations
-2.890259027481079,7699,0.001,904,-5.660753231495619e-05,-0.17832636833190918,1.948026406850545e-09,680,616000,7700
-2.8902177810668945,7799,0.001,904,2.5564182578818873e-05,0.1752895712852478,1.5891139792945097e-10,689,624000,7800
-2.8901455402374268,7899,0.001,904,-0.001076491898857057,0.2746950387954712,1.9760405223223643e-07,698,632000,7900
-2.8902087211608887,7999,0.001,904,-3.1712646887172014e-05,0.42480915784835815,1.5613504933398303e-09,707,640000,8000
-2.890122652053833,8099,0.001,903,-5.9952471929136664e-05,-0.20784127712249756,1.5757660731807732e-09,716,648000,8100
-2.890113115310669,8199,0.001,903,-2.1181969714234583e-05,-0.5859764814376831,8.808170304241969e-10,726,656000,8200
-2.8900370597839355,8299,0.001,903,-7.353618275374174e-05,0.46024560928344727,1.0288583318640576e-09,735,664000,8300
-2.8900513648986816,8399,0.001,902,-6.504116026917472e-05,-0.0956646203994751,1.4090991706794398e-09,744,672000,8400
-2.8900766372680664,8499,0.001,902,2.5681603801785968e-05,-1.1491327285766602,6.052837675518674e-10,753,680000,8500
-2.8901026248931885,8599,0.001,902,1.8456734096616856e-06,0.005356192588806152,2.246084707113738e-10,762,688000,8600
-2.8901469707489014,8699,0.001,902,-2.4830345864756964e-05,0.5604565143585205,2.7696261950538315e-10,771,696000,8700
-2.890202283859253,8799,0.001,902,2.53185771725839e-05,-0.9607657194137573,6.175016054044136e-10,780,704000,8800
-2.8902461528778076,8899,0.001,902,-3.764801658689976e-05,-0.7946286201477051,6.642031369352708e-09,789,712000,8900
-2.890143632888794,8999,0.001,902,-0.00013344798935577273,0.5295888483524323,1.9304083664906102e-08,798,720000,9000
-2.8901844024658203,9099,0.001,902,-8.047874871408567e-05,-1.0361881256103516,7.259646661594843e-09,807,728000,9100
-2.8902029991149902,9199,0.001,901,-0.0010006666416302323,0.0,0.38821759819984436,816,736000,9200
-2.890123128890991,9299,0.001,901,5.111025075166253e-06,-0.8122762441635132,8.420814601173277e-10,825,744000,9300
-2.8901171684265137,9399,0.001,901,-0.00010733591625466943,0.23045283555984497,5.160540439419492e-09,834,752000,9400
-2.890129327774048,9499,0.001,901,0.00013064594531897455,-0.04037952423095703,5.185698093157498e-09,843,760000,9500
-2.8901641368865967,9599,0.001,901,2.4359314920729958e-06,-0.30998754501342773,3.4868996579007216e-09,852,768000,9600
-2.8901946544647217,9699,0.001,901,1.4299414942797739e-05,-1.9744796752929688,2.7446440675760186e-09,861,776000,9700
-2.8901453018188477,9799,0.001,900,-0.00016389774100389332,0.5044055581092834,2.069807969462545e-08,870,784000,9800
-2.8901374340057373,9899,0.001,900,3.997342719230801e-05,-0.024302363395690918,4.983242263278953e-09,879,792000,9900
-2.8901400566101074,9999,0.001,900,-2.137515002686996e-05,-1.296471357345581,1.823492690178341e-09,888,800000,10000
-2.890186309814453,10099,0.001,899,-2.770522223727312e-05,-0.1809215545654297,1.8210876140400956e-09,897,808000,10100
-2.890237331390381,10199,0.001,899,-4.342486136010848e-05,0.34614992141723633,1.280617056842459e-09,907,816000,10200
-2.8901641368865967,10299,0.001,899,0.005251737777143717,0.049388766288757324,1.776057979441248e-05,916,824000,10300
-2.8901145458221436,10399,0.001,898,0.0007630944601260126,5.960464477539063e-08,0.38821765780448914,925,832000,10400
-2.890129804611206,10499,0.001,899,3.338538226671517e-05,-1.6905696392059326,1.2169900642788889e-08,933,840000,10500
-2.890197277069092,10599,0.001,899,-9.472513193031773e-05,-0.2150663137435913,2.327220549602771e-08,942,848000,10600
-2.890228271484375,10699,0.001,899,3.454098623478785e-05,-0.7927205562591553,8.701834808277908e-09,952,856000,10700
-2.890249013900757,10799,0.001,898,6.994678551563993e-05,-5.793166160583496,7.636711707448285e-09,961,864000,10800
-2.890249252319336,10899,0.001,898,-0.00017042193212546408,-0.03630948066711426,4.269043785143367e-08,970,872000,10900
-2.8900928497314453,10999,0.001,898,-6.255388143472373e-05,-6.53302001953125,2.610445370976322e-08,979,880000,11000
-2.8893208503723145,11099,0.001,898,0.00019742839504033327,0.4550560712814331,1.7036109056789428e-07,988,888000,11100
-2.8899784088134766,11199,0.001,898,0.0002552759542595595,0.5155524909496307,1.995483245309515e-08,997,896000,11200
-2.890063762664795,11299,0.001,898,-0.0005117816035635769,0.4605357050895691,4.4485915395853226e-07,1006,904000,11300
-2.890075922012329,11399,0.001,898,0.000754397944547236,0.21282047033309937,2.4614811877654574e-07,1015,912000,11400
-2.8900387287139893,11499,0.001,897,0.00018397830717731267,-1.3877651691436768,5.1267885936567836e-08,1024,920000,11500
-2.890152931213379,11599,0.001,897,-0.00021229256526567042,-1.8187103271484375,5.093152921631372e-08,1033,928000,11600
-2.8901093006134033,11699,0.001,897,0.00016961636720225215,0.3825404644012451,4.518101448525158e-08,1042,936000,11700
-2.8899779319763184,11799,0.001,897,-0.0007346877828240395,-0.1495952606201172,1.475249433724457e-07,1051,944000,11800
-2.8901450634002686,11899,0.001,897,0.00053744314936921,-1.1920928955078125e-07,0.04950251802802086,1061,952000,11900
-2.890115261077881,11999,0.001,897,-0.0003183941589668393,-0.20548737049102783,3.325004271914622e-08,1069,960000,12000
-2.8901729583740234,12099,0.001,896,0.0006738009979017079,-4.005378246307373,1.2016009520721127e-07,1079,968000,12100
-2.8891184329986572,12199,0.001,896,0.0001344316260656342,0.30150026082992554,2.905826157473257e-08,1088,976000,12200
-2.8898532390594482,12299,0.001,896,6.0911035689059645e-05,-0.4511241912841797,2.1766215496654695e-08,1097,984000,12300
-2.890172243118286,12399,0.001,896,-0.0001337583380518481,0.11568242311477661,2.487576367116162e-08,1107,992000,12400
-2.8895866870880127,12499,0.001,895,0.000557901686988771,-0.19507825374603271,1.2177615360542404e-07,1116,1000000,12500
